neighborhood education and income,supermarket characteristics,weight status and adiposity,household income,level of education,purchased food items,food preferences
-0.06844310540258222,-0.10771910643004762,0.05257604448082687,0.01699902593471357,-0.006947329471317265,-0.09484857324159632,0.04996274034553314
0.013334404366668134,0.0919527794046673,0.06914510919900771,0.042220581648283094,-0.01609278396424174,0.1705080991417391,-0.02592268271410183
0.005485026295245627,-0.08372521734709686,-0.08718461186379511,-0.04194253402041308,-0.06644675668190736,-0.18280769432259047,-0.05783097615290328
-0.13524593028171258,-0.13633092738276553,0.23050903996716826,0.09087604643114888,-0.027900691849784387,-0.032328888737873124,-0.0667012639966658
-0.054933358567787124,-0.0727080143366372,-0.003919812985426749,-0.02389539327229347,-0.037075638189114524,0.04218190083094948,0.04040536498359415
-0.04095359112580989,-0.04340725146126467,0.0644496360484812,-0.02050725194512077,0.035106056486889914,-0.1474986348410609,0.006388868605479946
0.13330414369911361,0.15808071655611233,-0.15779565971819376,-0.06503223938404222,-0.036873883034080415,0.15370168212514343,-0.05741838502090396
-0.02244701598699364,0.1107306459297838,0.10336358138946655,0.0708489822419986,0.06708154192687915,0.1451018220601148,-0.004817588330597075
-0.015916399327162538,-0.08256748660011626,0.05738159693474927,-0.02688238611868246,-0.05113307766282489,0.01713106983888696,0.023469479118091496
-0.18578449431396798,-0.04445260965164263,0.04369404313195144,0.12187103091760991,-0.09089441019689273,-0.057720407058790814,-0.054572001627589295
0.021616505081306074,-0.051302124820655395,-0.021280556984903165,0.034718379241235275,0.09548740979885467,-0.08482937335542565,0.021479178913677795
-0.08404201701961928,0.03300218260223975,-0.00799696080742382,0.06883068379453178,0.05936907920260212,0.004199460750236368,-0.05147841763142191
0.09490250133639899,0.138010353143409,-0.14507662653291242,-0.004930307491826307,0.05657927373612054,0.032493561050618375,0.08592476689319459
0.07655813538552077,0.133897229014843,-0.09311817453716545,-0.008843702031359832,0.024202940552621996,0.08829325570745848,-0.024743643924787704
0.039602350268048314,0.019199042586190998,-0.002293254867501232,0.017602984430201123,-0.03184976300494906,-0.0939100047174952,-0.06686502219705791
8.055659931587023e-05,0.08022831678372595,0.11406496863056713,0.10121072748730957,-0.019880104062835205,0.22187263856627285,0.050142634039805886
0.011152202739156403,0.12022040078217175,-0.024728637793756895,0.0030122509980981364,0.06380547952027196,0.05590336100044708,0.07040746305426282
-0.00718053847637623,0.11662412910389833,0.08242476528359985,0.036948774156174806,-0.009177829405263307,0.10910230419995688,0.04090719199159627
-0.0033967681444341674,-0.0032634185811897393,0.10504656429720749,-0.08990996357275957,0.06394143534586436,-0.021071397694899685,-0.0002500056355826813
-0.06000255465409939,-0.08122593301415937,0.018004664463673103,0.07055405153626575,0.03670154398823422,0.0373909718893232,0.06440848555514792
-0.015790636603552656,-0.046659933930958936,0.03128513856633881,0.01412076940914244,-0.07757073150266552,-0.06016621021910552,-0.061739399341168025
0.06626172779657398,0.18077458562519022,-0.04200764618025519,0.034612748833924414,0.02323885204565257,0.15884026948360896,0.03738362959701585
0.0059799353246788875,0.031713751318303104,-0.004318890346194981,-0.004782576168889003,0.013026160339873985,-0.11298883975467874,-0.05478812979706659
-0.01626517084834845,-0.01721393830221676,-0.05522849086752935,0.05156656306543601,-0.009315957066655847,0.02697346057400131,0.07204389892532514
0.10066881771944518,0.024322088767378035,-0.1182698013345712,-0.018038246837315745,-0.04878657265361357,-0.0570939267729829,-0.09424649651032214
0.07142652264428677,-0.07312188178155392,-0.061648650901253356,-0.06508098693135997,-0.054277050005216876,-0.049253069324354956,-0.11893168332999382
0.12271250242743834,0.1472451715451052,-0.0442422604713317,-0.06218176166230537,-0.06374905177810936,0.06949309795975663,-0.03399295554341175
