visiting asia,tuberculosis,smoking cigarettes,lung cancer,bronchitis,individual has either tuberculosis or lung cancer,positive x-ray,dyspnoea or laboured breathing 
0.007667103906746103,0.02551809040525346,-0.16152984940488566,0.08776510513012205,0.20323399054224972,-0.15684892163568392,0.020853554526898077,0.1775990244563866
-0.010421243114755162,-0.03244990922216932,0.05187651670042224,0.038426038510976944,-0.07254572653898039,0.12831213518302037,0.1580113384679414,-0.030246476092483744
-0.149045301763685,-0.2289842038605751,-0.1493184402744858,0.02263025599794441,0.2875179070588235,0.1473939973609654,0.0894712963644067,-0.11267459956676648
-0.17372626175206474,-0.42277053350751437,-0.007416353776473323,-0.00671724819468948,0.014927425252885039,0.14008327419977193,0.30397301276786953,0.04531773100513743
0.21907586003148088,0.2430636577370984,-0.08390507038336825,0.06286493916508021,-0.047201592742522246,-0.04008990448759234,0.021349662479832367,0.08807106162873346
0.09374392005650133,0.07842997890343457,0.0520796486538087,0.051950537358692386,0.02217453431865736,-0.25827669001892917,-0.3698521235026386,0.17630056821752527
0.06936457961092043,-0.11314671781115779,-0.04093241413256079,0.007632227244193303,0.021568728980593446,-0.11668682096512145,-0.09625893500445631,0.28811704413512
-0.000999979702384133,-0.05186610468838314,-0.05028507855743165,-0.0057215400236771685,-0.011531697719136862,0.12409627634472972,0.24150141740581588,0.08078049026462615
-0.03522339836463355,-0.2109910014361005,0.006430337780714866,0.08968729402279582,0.06772391545086606,0.1424806980010221,0.10879178325754493,-0.11690651585230648
-0.049659966443251796,-0.002073807996473047,0.18825921695932646,-0.2143397429857693,-0.19484160013500762,-0.05587027682297808,-0.11979267116287881,0.03414021021326652
-0.08260438419916732,-0.07530809601857943,-0.047152357297158054,-0.024190365624059698,0.10050065071145181,0.035722401229695444,0.04348729676842196,-0.06892881532317191
0.015159611353079359,0.07584684344185517,0.07029059331426997,-0.039935336332861185,0.08452177277364192,-0.030610897887461828,-0.06289404655709183,0.04084076115592936
-0.01702292459681082,-0.06592421570565063,0.06775914706654701,0.1646921013285741,0.20900087440728038,0.07142944485251067,0.07512210178397438,-0.17815765131828348
0.22664350049483067,0.18127346314069598,0.10428371376223944,-0.17018463118925775,-0.10438804659422571,0.1374764445192442,0.21191169693116113,-0.047863233745778624
-0.16277583879776508,-0.16207701155206197,-0.18164522463262914,0.13162830058312125,0.18669176481034883,0.08842431082246172,0.1123861045654166,-0.1786049504310422
-0.04138319808690004,-0.0493016286578816,0.19796782221913234,0.036264977078198174,-0.11099777561109173,0.06396201517665377,0.1455811429262771,0.08851682896140664
0.01964824690606741,-0.060290728380809566,-0.05298259658066745,0.0696416206988447,-0.13135625565713274,-0.048972695855913156,-0.14610416599864698,0.018073151393445765
-0.18886105586054525,-0.09511705132971914,-0.09709125554203,0.28134236911107013,-0.13137993857066405,0.158617650588309,0.2901111989711872,0.13938260647204653
0.03482404229787747,0.10975406901728418,-0.04291798236315158,0.22840133471934565,0.006580778774277464,-0.0949098554918865,-0.15137936907302074,0.05720223819376532
-0.008381132146385232,0.014893514555485331,-0.04422187721139441,0.031166405074634057,0.015499606027672171,0.1492463071730632,0.3450893779269543,-0.06296832295939875
0.05966533169330546,0.05699653056696262,0.26363624461663693,-0.24813819021984912,-0.22142568345443964,0.15294675007547062,0.3795674113313957,-0.020906788364990332
-0.0372076333723614,-0.0158950183136087,0.05613836801443746,0.022135397468932227,0.0249974890079087,-0.00655229777021411,0.06082934828318873,-0.12901426099380417
-0.06968893881277677,0.04537720627969037,-0.04483245429638048,-0.04412336691067237,0.16720369445125663,-0.11718078700094363,-0.05604504580214019,-0.08312512152472774
-0.010111196139966444,-0.009748080572683037,0.04851681624363124,-0.0341198846788993,0.20869207495812203,-0.1479090195789798,-0.30933343541777586,-0.06048633615291655
0.08005119342765474,0.10949131579164009,0.17795454564608043,-0.04081865145494018,-0.19900516707421884,0.09005216266683733,0.04110703876192049,0.13412739763080367
-0.26184621604004077,-0.27027905717100476,0.06543039685530873,-0.013722568685803314,0.1607148455282515,0.2620319455554192,0.35499115675294646,-0.3579447724806697
-0.05484883502238457,0.03219175435485409,0.036476120229583485,-0.14651246828584236,-0.025574754348953142,0.12653717804996878,0.18901755815607124,-0.05192603732339114
0.15656367771646365,0.12887490351728498,0.010323845506481286,-0.05795498105945178,0.015944916580783158,-0.06997949274583233,0.015227963245283235,-0.058941191095379424
-0.0592816152963354,0.05940056617279457,0.08098325131166814,-0.11619578028506344,-0.2327527062529176,-0.22143271642024692,-0.2301058379390659,0.06542407511837067
-0.054343786087025205,0.03890077323883275,0.02421234196227047,-0.12605129650465638,0.11102577331126473,-0.10148619544833998,-0.12294509710125101,5.54584351243545e-05
-0.28839955858438926,-0.20947155477727533,-0.043699018203547484,0.03205521170986518,0.12682732292981055,0.15407141685740774,0.4373914178218472,-0.05015099817600933
-0.011486962170522651,0.00923981464527443,-0.08046743567639264,0.03799408531076055,0.02535280458321371,-0.1384442831221419,-0.11688558504201779,0.07486563308820986
0.026444225523238458,-0.021617113408805507,0.08524440643328168,0.037127704164758815,-0.28334327824851996,-0.07305800265198972,-0.08175564353427783,-0.141555241728781
-0.007022580273388969,0.05588402748603799,-0.09581701708252786,0.2109167346481779,0.23893322390097094,-0.05979985521467275,-0.019460070717631145,0.1554082448859032
-0.26981370653764775,-0.3649058585662833,-0.051014361881673104,-0.0929213724335865,-0.01877883629027667,0.10094189378472093,0.045655349804067255,0.09056570599852873
-0.21996221592746115,-0.2659693199111187,0.036182807061937605,-0.013128473556059235,0.12947696378845241,0.05250813558356471,-0.1106620718025154,-0.08799056283903514
0.07082347992618018,0.03876714050969871,-0.05622491366283745,-0.028292712724763164,0.0484794231424481,0.18100325375366746,0.2323928601019694,-0.15747502295684768
0.11283275791860273,0.036883642281153484,0.030240585278612855,-0.0878922710491078,0.053438565114900485,-0.07949930985694845,0.08016744771113292,-0.05465885223849413
0.06679120788368269,0.10135351357311073,0.020570500095539304,-0.009576806804326406,-0.164830692716459,-0.06806551254897905,-0.03469452144018004,0.07055544852015123
0.1435512694562773,-0.027014234934347292,0.023366976768227472,-0.10626661678736139,0.030115829180616303,0.04419985841509458,0.2559347018681678,-0.001117916738404886
-0.0036215695111107924,-0.0372902985607066,-0.10908795664181735,0.02588354119761875,0.1435781251430296,-0.04085367286689082,-0.027339535815943842,-0.16579374711912595
0.17751305089506178,0.2510905261780323,-0.044909590137984276,-0.07705223714332018,0.07557672734334715,-0.10053164964001957,-0.2646619593622359,0.033388680248591596
0.008072322201607965,0.03443077645047227,-0.008663249063565377,0.015122574938709572,0.16050045641606991,0.08383839771005773,0.0909528953536252,-0.08098603073473233
-0.07385760594265847,-0.15967041613031913,0.027631597884301425,0.1428087042169277,-0.05500534296550673,0.17383910285324466,0.29739755480273933,-0.11684768656433571
-0.1392720706322618,0.03718056755892149,-0.15547812656962592,0.22385235142589804,0.09633056054495015,0.06351635726689847,0.12611278776094773,-0.0681650789654406
0.1130587510974862,-0.07053942947678506,0.02001496071603441,0.04827690388032073,-0.022398600281459742,-0.011478827307722685,0.023789406811104134,-0.040687356452979356
0.17095691944628494,0.08931178385464356,0.04371688420009087,0.0818519551890563,0.09802827175689685,0.08558846195109962,0.12505262969333278,-0.14611891846143563
-0.03732125795285384,-0.05805003159363806,-0.0014149994298850682,0.019792658226062774,0.09864573021702551,0.09740639000703893,-0.08556602470120137,0.21610128791865546
-0.04965026946686797,-0.07044583201747409,-0.0864911079766753,0.17264805873534303,0.19007657178737725,0.28608644172991515,0.33380255008091386,-0.26326174603736086
0.0742980458422433,0.00218415627106118,-0.07708348110971674,-0.10213112975595807,-0.02059698306024258,-0.04523669040034266,-0.11304079675346035,0.084282965280267
-0.1165892643055988,-0.18596583652657095,-0.01800815655033016,-0.07499419032191171,0.11564974478778024,0.08550786915815692,0.005137150190153414,0.0012644256638060236
0.20357705514689273,0.16563147295990033,-0.1548604835544518,0.2146263836387713,0.07332978793436058,-0.025939007247764947,0.056924570476953915,0.09059626733292306
-0.037558699991801316,0.014608139919981472,0.09144547422149206,-0.0473833864585725,-0.32507925372456814,-0.12315854753951301,-0.1300407862975019,0.2784720809920705
0.020279153364047203,-0.11416829299366557,-0.05960194545146722,0.13555051727330458,-0.0746045977738487,0.12268736288367751,0.05435144660166205,-0.0016934134572429843
0.07705702027846352,0.13584721466057653,0.03749521433559338,0.046877732723884076,-0.025423156664173368,-0.11248619807117145,-0.21489532603339556,-0.07309792849548828
0.01550600389514567,0.049700850290637574,-0.06391905393510514,0.11378458306052885,-0.17785946262812483,-0.042651032370073644,-0.09218904539980097,-0.038908512527945055
-0.04259585271828551,-0.04018504075365023,-0.1785235983460288,0.22641589680868057,0.12289081404952565,-0.03657815181937109,0.025852037546329296,0.16021807612374425
-0.002395828303304277,0.03383716063367295,0.26529504137822957,-0.2457265523453685,-0.15649056858159444,-0.08468131629271637,-0.24688055579199247,0.16837103414793442
0.18863886809522523,0.08843643077652806,-0.0932238969674436,0.017895338826513854,-0.07061608654849455,0.007562189103830552,-0.039500228184839344,0.09252193653277715
0.12876844812624172,0.06898683103713404,0.0293982712736859,-0.05921131380182308,-0.06692339992679497,-0.03624346899361133,-0.08920421950997265,0.24312449392485452
-0.05322527119045165,-0.04350161486359293,-0.05652149414194832,0.1638740687096316,-0.0679421037748381,0.10133467572583038,0.1706765084727663,0.04458270309361352
0.019892565623415428,0.07763949416174101,-0.031692885986434625,0.011039223994796135,0.04768848341111611,-0.20773636294463868,-0.457359690702135,-0.0580211887572112
0.1135927818108104,-0.055782435681403564,0.0974941020989066,-0.013851319662837966,-0.1021139610831448,0.15224286585690996,0.012403724649800135,-0.10386209175737798
0.055076891617443884,0.08501476392179935,-0.05356763276647245,0.13387875115336523,0.0359555563675338,-0.019744158516679773,0.20650081347095864,0.14428479946043254
0.0980405682532199,0.025745254663537304,0.044217675116238836,-0.08893959016898237,-0.09111699900829373,-0.03326737392657164,-0.043645784656247764,-0.08203504759827299
0.10151928863581483,0.03337034527815308,-0.09698481141248386,0.037225253542461326,-0.1687798861924054,-0.11744897603297208,-0.14549373961049752,0.17274979631265158
-0.1348819385248571,-0.23396963513145833,-0.1869375243898485,-0.13354507183758385,0.12407334811629095,0.11885372874755562,0.1798666672854627,0.01746201550667212
-0.007291529685896818,0.08596421473869958,0.06864143944341265,-0.14455856413939233,0.21913844412814584,-0.12294175493637281,-0.42063615420858036,0.027048668543804257
0.03862825917998606,-0.06369970074737884,0.05257157998282687,-0.13988460115330245,0.08823345399439612,0.1301102195756238,0.2589164425589601,-0.17473709876216387
0.28904038245918734,0.3299102829581672,-0.033835813952265696,0.18686125718451063,0.02792272166859249,-0.2243508846408644,-0.16069028918255454,0.011316984293165341
0.008558141937661792,0.04455057242556125,0.018998250104641606,-0.010988209476945503,-0.06512627466870347,0.09593973568005533,0.12377630740781516,-0.2896945714133652
0.08264953651856838,0.09604158081351205,0.0021658482406027644,-0.10071683248637725,0.12454709236515345,-0.15590452367514251,-0.056343160471166526,-0.06960041745453524
0.07539502985553058,0.06889065731548678,0.009726839347838826,-0.128540839648914,-0.03916538129092122,-0.10254767169137792,0.024230212553265768,0.24974426437214686
-0.21587541836121119,-0.1904192716010909,-0.06574112184354917,-0.03955551477592263,-0.07891502818338014,0.12716670622294815,0.213480585542585,-0.09310153844416864
-0.011694372646996859,0.07305279616618245,-0.07014998438756044,0.061271226481613386,0.20194537056677164,-0.06809944193906012,-0.1627006111459059,-0.06107936817139816
-0.06636096791406017,0.007579118392243081,-0.04735537252920984,0.16625804653553072,0.0321547287085617,0.059675676109788384,-0.10584318897109432,-0.12644643522983473
0.027625125797420158,-0.017438596156786446,0.05390257467081183,-0.13242016564910358,0.1791918753044976,-0.04116445702098663,0.05934382595486238,-0.15777406798231983
-0.06967484654468448,-0.030438793345673933,-0.16166428349153938,0.09406081811007984,0.15414889461297449,-0.13147796676739237,-0.08837425203477282,0.0964600962854635
-0.023375981517808828,-0.00461918514987061,0.10681485687068665,-0.008584965984272275,0.01036478612570818,0.07802587281241496,-0.15697477396266762,-0.03181439182974796
0.034163251571693386,-0.002362478271351172,-0.01878848500179597,0.10788961353884127,0.04024152327653451,0.07502541158128279,0.06724993356425092,-0.15025243949920997
0.029186661191077514,0.023573367872609385,0.04576148575590996,0.08603805783540824,0.11337272104153592,0.042696555890186554,0.11614940005128414,-0.1427708225744388
-0.027366615394671154,0.0011105558729083038,-0.1525790268723821,0.27173447397125794,0.3360755391510374,0.01610645234904955,0.11695403241749822,0.11831540574772448
0.03353490779281337,0.15222953392069322,0.015055122515341059,0.11791394889677133,0.1328686986167144,-0.08927842930246215,-0.06278221293343539,-0.05301130633523572
-0.09615791984507877,0.05060965251649013,-0.07742724280179514,0.07813867977654904,-0.17698938936410313,-0.010578392780954418,-0.09067474795971535,-0.056785199886375023
0.09010122916593628,0.3171640356801355,0.2478593599889985,-0.10201242615402781,-0.1739534934602638,-0.044237348316689545,0.003263190131714243,-0.14456238543938932
0.11543462083251864,-0.03444203808329584,0.25846982200272356,-0.11422543502170493,-0.15342251672638837,-0.032539081758702675,-0.03810976126478643,-0.11560697360013385
-0.15886824838167213,-0.1686695464121285,-0.049539176412080985,-0.04527253118233029,0.009363940435137063,0.13053867900301297,0.2858042899334209,-0.05292643471513928
-0.014028563116693203,-0.16177453812563483,0.0058147439582163845,-0.1234678040378441,-0.1478289592917628,0.12462331293305197,0.07767370960204711,0.017493856445999115
-0.22619368749516486,-0.09450146040674143,0.2036605756593135,-0.19451668572270392,-0.1756379643527048,0.03373322581486618,0.10234887344059523,0.13654585140059974
-0.09594024454810646,-0.13228239570996447,-0.1295175030476294,0.0973490682796816,-0.014651368986252286,0.11112407367779475,0.007068513092802917,-0.09344419887454769
-0.10231582569336269,0.0028885996534508823,0.033651284370204,-0.03388222740299372,0.04051871381681108,0.04324887638637671,0.0391441721882945,0.07933368311889574
-0.05668164592116224,0.09949321860674692,-0.002264153236804184,-0.13749267964051487,0.2377954545201586,-0.10341509107578745,-0.07867634714711677,0.058459786275119635
0.0829134930658053,0.1582604012483194,-0.028603893939274646,-0.028496294367118317,-0.030603940537909435,0.13434903075749963,0.11869879189261955,-0.31996077046579663
-0.018674016814442827,-0.1407703318076318,0.22573630698749705,-0.30703418480731826,-0.24163389636548088,-0.1034429311572905,-0.04986699657832875,0.14961181013267855
