prevalence of diabetes,infection hospitalisation rate,proportion of population over 60,covid-19 incidence,number of intensive care beds per inhabitants
-0.04510809897482902,0.13005156832705456,-0.0654181987076659,-0.11163212314813264,-0.06673021182478003
0.1144996336199709,0.015407340946489139,-0.10498612993918043,0.062102740068447265,-0.022568414020198404
-0.216575211592871,-0.1445039957285249,-0.12538331825658575,-0.026969091857557366,0.1078095967555836
-0.054018066759489274,0.20372772012822382,0.07554099948996601,-0.007050203585491001,0.0901197698878864
-0.08824204629304926,-0.23203309144900675,0.12477270431355646,-0.06257924104286189,0.16370379668710155
0.12307661990811605,-0.015142730130219592,0.10712216755819125,-0.10279675143778641,0.14679867582096537
0.28243797442999125,-0.17125680606070187,0.00705549822383374,-0.0032712915086043934,0.2082198332045803
-0.06865307690279099,0.08976754818887617,0.11668538789147727,-0.04724597477322277,0.007663095399516959
-0.06087368321682717,0.12196375397757243,0.03734865986501419,0.10925899127748112,-0.2326569622171667
-0.12539178285870706,0.07500854989725726,0.06999361446800022,-0.23635264571357248,-0.13872424021168764
0.11299184226578096,0.02755157610801018,0.04343565253110085,0.19640585045590336,-0.13582403488962078
0.10274197572934228,0.0012626706110097918,0.006007966343319606,-0.051960156866004414,0.08697179850036052
-0.06012790955315592,0.03872690029452244,-0.03563673324124868,-0.02556506155872515,-0.009133894789931365
-0.07884990619537559,-0.007336338870744447,-0.06689650480663249,-0.05318453135998705,0.13349760788558482
-0.02742501299340886,0.173568017786041,0.09155087252314661,-0.11692395997230429,-0.12386982001966723
-0.10621267309691296,-0.11289245190582219,0.004295176764678972,0.12466027060471134,-0.01625125068021623
0.10207218204092372,0.012064729788493406,0.21924757567269096,-0.02826059655073803,0.11713091436540413
0.017922014155108038,-0.0210996498144708,-0.09816257180536955,-0.11103826483344899,0.12319352741370036
0.19218299368372976,0.2000664806144693,0.14845571661031304,-0.013228092919903282,0.00029142602149326773
-0.025205335739341667,0.08816690607966281,0.2030414524108565,-0.17399637318254532,0.1625295223403388
-0.007704741304548457,-0.09825866191019077,-0.1690667279134096,-0.06829147333736879,0.1067581616430793
-0.02847313432875134,-0.09697775399370043,-0.061643594449276175,-0.018159340681286038,0.03733113260012803
0.024010662730942284,0.10416287705979324,-0.0520346466108814,0.04349048696419705,-0.03297206645012054
-0.142351643527337,0.022650057838038876,0.017559348579800963,-0.052694275705778254,-0.09167275947656947
0.09907235590500497,0.01309124727132454,-0.025130710817865387,-0.020001161882937754,0.19115450364454767
0.21079062140502652,0.06851484410200132,0.1374746490485949,0.08725899515704205,0.04891009230427666
-0.1393918251922258,-0.15032497580785045,-0.19693428453721,0.1572867116628083,-0.12011169493045513
-0.005179449354808421,0.10420405401324188,-0.0749302522534853,-0.05956083323258857,-0.08748423137738276
-0.07015376255944246,0.04316723604763009,-0.056265761308100896,0.06071916410533312,0.04917877852625766
0.06499874325062419,-0.1256929100643193,-0.12431651849457098,0.07039972645812705,0.12728201294956437
0.05495970555731579,-0.0547045326675562,0.047296113197594726,-0.05221287196004949,0.042581912734260215
0.04080585349119231,0.1868240102447276,0.025732117842583325,-0.07737120268563615,-0.04599349643596057
-0.045144656368765794,0.06552927118737964,0.08663716986436622,0.08766847781296379,-0.17148375563384907
-0.27359357246713983,-0.013090605527359217,-0.09120983175656511,0.002709580855358013,-0.1953021303336997
0.06247806485372638,0.10254491879116785,0.12198634357851852,0.012235396942454256,-0.005493201951993353
0.009697742603760811,0.048242137354326864,0.027545316298894697,0.022711049155473582,-0.11628420085954708
-0.13582265278378086,0.054431825698915054,0.17319947472672642,-0.12233022184117463,-0.22405888413754138
0.1325415383066202,-0.020656402917292094,-0.13006961548136173,0.03323893297045554,0.11489552290322168
-0.00834828305769437,-0.23256879850667872,-0.02734818068128671,0.21187497771408767,0.11521933174693527
