protein kinase C,phospholipase C,phosphorylation of protein kinase A,"phosphatidylinositol 3,4,5-triphosphate",RAF kinase,C-Jun N-terminal kinases (Jnk),p38 mitogen-activated protein kinases,"phosphatidylinositol 4,5-bisphosphate",mitogen-activated protein kinase kinase (Mek),extracellular signal-regulated kinases (Erk),protein kinase B (Akt)
-0.003300196064795743,0.028178751175790398,0.009294031534093198,0.043195390766998756,-9.221091326498977,0.021998424374724032,0.05596786763217702,-0.170406335324423,-122.03753069656713,4670.728784995698,1016.0158073241878
-0.0010332265591812043,-0.15938936444711405,-0.013284055944155616,-0.06508427972437027,-9.26621732612925,0.03685324780636327,0.06127880803459741,-0.1716241400209427,-122.01353869601002,4668.924062182692,1016.3526538041772
-0.027219587536659047,0.02910774126048604,-0.07488695053571524,-0.00753864461337767,-9.488869517292944,0.036840239656339605,-0.0389171266565893,-0.030023534774994615,-121.96029706371989,4664.886154880237,1016.3463563815491
0.01698455887497623,-0.09137989985335625,0.050331293381028465,0.017557304498452546,-9.279701013132682,0.01480082174050315,0.05287361613039303,0.03267482451593019,-121.96046085582009,4664.825188112176,1016.3326740911908
-0.021735016046910412,0.05890445694555035,-0.17386093744912012,-0.11787429086053614,-9.407353957172651,-0.03360701395032243,-0.19543103336336495,-0.00366325345296033,-122.19574668302918,4683.052747435861,1016.3050121110389
-0.2098861795010373,-0.16077264170595898,0.03583294835801708,-0.04380570357869176,-9.447005232022637,0.09556698902101139,0.01509358985389627,-0.07726369047854886,-121.99356763742955,4667.614703117307,1016.4058344332733
-0.15427871839230733,0.11424769301192648,-0.16749153651566892,-0.035260010668113115,-9.265176303145903,0.12259783840579448,-0.07457096806335926,0.18760038570415466,-121.91115063951966,4661.104724927383,1016.239138777716
-0.11657997034002937,0.043987814270274816,-0.04543788148201167,-0.007812292403663691,-9.354989682250508,-0.18100245064568504,-0.08111664351504125,-0.0034367914332403176,-121.90585593776316,4660.792452600784,1016.2191246006356
-0.004859569923746823,-0.03855317248329035,-0.02423356619580719,0.11039284798520463,-9.30554004156462,0.024053343065024844,0.008011230055999932,-0.04529199786475408,-121.99919379450034,4667.787520092373,1016.336229928796
-0.10252265825231813,-0.10661599617602893,0.004501293088282033,-0.050493763910561505,-9.23592199161731,0.027133264966912055,0.14084307462536177,-0.058083162329796025,-122.04412398311497,4671.177349379487,1016.1950499200442
