temperature,dew point temperature,relative humidity,transmission rate of a disease,rate of incidence of a disease in the population,rate of infection of a disease in the population,size of the susceptible population,observed incidence rate in the population
0.058509029248227845,-0.029688376619549303,-0.04207930311238996,-0.03554709126076716,0.050314942539823916,-0.014264159310714078,0.053636367713591954,-0.04665408578818323
-0.06656260770938344,-0.016481473260181873,0.052661440012204616,0.10136107948777819,0.027785174393807587,-0.034934915524124976,-0.004590139481066097,0.08014781137356763
-0.01726260905245154,0.021808487885962194,-0.06283319825321342,0.009918502637617144,0.06724889389892796,0.09216968197400374,-0.06382513941096482,0.008446720493645313
0.01565188743444039,-0.08747944183443042,0.00019573507747337737,-0.09915437042734285,-0.001402474024700423,0.024921777155350266,0.010227895089154074,-0.0408296318216386
-0.08491218607135123,-0.036188652675554975,0.06822913477590711,-0.02726939884854749,0.004510219327031367,0.06066050358915143,-0.04955251282613724,-0.09166478127087047
0.06375916064517714,-0.029234962113788468,-0.03307558099433844,-0.06354778950317987,0.004384878321350698,-0.06427925014203803,-0.04222467571221718,-0.025687600919796473
0.05220133992418133,-0.06119652315980331,-0.009040078201753187,-0.007556021111104734,0.026157658298480504,-0.08479772206060317,0.05232678880411462,0.08061554466307545
0.057099767310348576,0.09710565474504174,-0.05691186763811302,-0.057536855577548826,0.039675545825378106,0.00441016643437353,0.013344597863022958,0.08114371611695281
-0.014574797652723806,0.09254884703187513,-0.08029706826034305,-0.014908098012557155,0.14701465812736458,0.023665159798616567,0.093758015830226,-0.053564767725536755
-0.060272951559601974,-0.04744289870128918,-0.01456986680753896,-0.036060583936034445,-0.03347827125599749,0.09437349952149146,-0.007371296638630093,-0.03492698556242925
0.05282787061615671,0.07730613147787554,-0.05133247583894901,0.03761135932064145,0.047863811861036554,0.003961057030350684,-0.022062453297070656,0.035711592106931936
-0.033698239987311696,-0.003656222140380666,0.08661225462008317,0.10509128131939947,-0.07011578786231769,-0.0031519432008416948,-0.0746666124758103,0.008145353278822529
0.04272295218413941,-0.05576837833640021,-0.07278677234061726,0.03705085087763165,-0.044939889272386346,-0.0858446058402584,0.021970059892481866,0.012409819197499687
-0.07724488320154255,0.013713776284641613,0.12397136530000108,0.1093547378780442,-0.02702956616611127,-0.0552631603077445,0.014049040813290087,0.011462106861320962
0.015332623319054245,-0.04663431265059164,-0.09095602421846022,-0.001048851373955953,0.10357618784660703,-0.019839713113939728,0.05987584090786577,-0.008532499449949965
0.04600858710827374,-0.008598948765697265,-0.049168782492642706,-0.0998406909563662,0.11684046890242533,-0.06461401336964057,0.07500201398927969,0.10401797513469452
0.023509822817115514,0.056195038208798426,-0.07094036417482844,-0.0010954524690922514,0.052601965308926864,0.08058753586712897,-0.09880062914989647,0.0014125208706990324
-0.081756106240085,-0.09828826673417226,0.020036190441785097,0.08019891592301467,0.026819182909833907,-0.05997507836681448,0.08963349318278183,0.036378361787009615
-0.09766193306782536,-0.07250775132809135,0.16551507441833968,0.06760251025806849,-0.14032309709036023,0.004041349125570276,-0.03689761388171846,-0.09115559040366802
-0.02612061854824002,0.0336455659165828,0.05759901282361061,-0.003264067945629853,0.07858637774814375,0.09618786846175978,0.07969849941627705,0.07190123460051406
-0.017499164086447333,-0.06458977097514515,-0.003291042892634932,0.04150066028678947,0.06579756088396635,0.06495353475662247,-0.05480403703742425,-0.06263736151883251
0.04689389634717461,0.030347764922162596,0.018724202403586507,0.054527987240178016,-0.0682800157076421,-0.08876930237128144,-0.052070520845531036,-0.08868532766589945
0.028264108879994115,0.04346005424535665,-0.10174268141048455,0.07066210602561436,0.0017987294746795203,-0.03059470500763002,0.08237946942180527,0.05058012307574926
-0.022986412088198654,-0.04308194433571558,0.06697308885147847,0.017769785526589116,0.05517282153028213,-0.06959870777957447,0.044759018034570996,0.11283533254465124
