gene FTO,gene MC4R,gene TMEM18,gene GNPDA2,fat mass,bone mineral density
0.0044207843334278935,-0.08348219073394013,0.02419950325607864,-0.08116278604806844,-0.015510456627506105,4.325993200349093
0.021708273730914066,-0.03597472413415041,-0.04817396225434443,0.0019678397851750073,-0.03899933184411354,4.215873122125169
0.055952043940271534,-0.021259398658634132,-0.014587802672817313,-0.020482229604770488,0.043836389576063464,4.24653933505724
0.0760247948923585,-0.046565856040408554,0.04147170478743359,0.08245710948483764,-0.02507828794663368,4.280229555377977
-0.09587360140225798,-0.009672047768045686,0.01855152072101998,-0.06227568157055006,0.050806902587938255,4.254533440674441
-0.006434365737070374,0.009616454250122225,0.04452872737210983,0.0001495440539055065,-0.06718887110599457,4.365398009389331
0.026044489504691293,0.05932802103572807,0.059155398037822854,0.03530934955908577,0.06176770303855337,4.331659682930045
0.03377890276044451,0.008068436873479357,0.065645160765571,-0.08058915743194882,-0.017960797539796902,4.315171639731026
0.02657100362596107,0.02228636929778638,0.05389774348234064,-0.05308896727106105,0.03459655627194681,4.2846945800942215
-0.05109226527734752,-0.03663004230639155,0.07812381837465451,-0.035109015266994684,0.08786652900792388,4.223016745470209
-0.05545276518584252,-0.055064248459547493,0.0603092829749845,0.024463719655132138,-0.024539590484179058,4.187166097621477
-0.004707715682837413,-0.04132706099742072,0.04695534335801946,0.06569116165045094,0.0478542008566205,4.183471464035788
0.042380886542075696,0.057195648310036845,0.014476401369886857,0.01089120734961202,-0.0904804096759209,4.315720859473125
0.08503037726483959,0.03935894415033575,-0.024319948226263974,-0.03162161422401924,0.030071066812017298,4.203250791053944
0.010934944916142844,-0.04365220438111728,-0.08831995007519378,0.018879677705794573,0.05227273347865869,4.300639765171724
-0.04485161059441896,0.06599022862940945,0.019175988581984063,0.03649031892021226,0.017344205948883126,4.332307767975906
-0.042748974988650094,0.08535726210137348,0.02143678315776007,0.061837394755342445,0.10387748585423685,4.2417143972383435
0.04837804475179211,-0.0170819519168193,0.004401227076260478,-0.04838055043259153,-0.010085243197674542,4.327220778704591
-0.018928751049802184,0.08197985574683439,0.05406269791098084,-0.07528687485522341,0.0011416915255427554,4.2388393984446875
0.07636281848829862,-0.035144351553220196,-0.0299609256519595,-0.0025201013548193235,-0.0016034012953048586,4.3431937868888575
0.05834654946028023,-0.06308148728212301,-0.05137500870489962,-0.05459934266079545,0.1000135233342274,4.301596671750083
-0.081095035834052,0.045908497400313886,-0.04785880353586552,0.00997209783476874,0.03294054455521633,4.277768934173121
-0.0066867602211710675,0.08487371564261917,0.013641433314960566,0.029568408664529616,-0.07172422711595777,4.202470813360088
-0.022657507373808117,-0.0781092195432162,0.037209149625505644,0.01308274775613534,-0.05946281546269432,4.205842718733025
0.08677012190637068,0.06997699976526303,-0.04461352016712275,-0.0691827962043412,0.025891682905806845,4.256587380450409
0.00411551087105988,-0.03384499977128215,-0.00795502287341103,0.00815314835282581,-0.056023985565336894,4.246155575518269
0.07991182893577972,0.09560702637722826,0.031477268624735044,-0.058165797025109246,-0.07603072010358497,4.31714461778647
0.0897431046292824,0.0009673199447737535,-0.052204761278892065,0.06713167232719638,0.060961204209758105,4.269213360608679
0.030276936831642842,0.0361467974123387,0.05969363881483,-0.04092588310236869,0.07854509270344422,4.267431220665168
-0.08822528374703245,0.031493595547948255,-0.001997791859145309,0.09457358447911379,0.038207292023990085,4.3660952747273285
-0.034103577137248306,0.07361321849574975,-0.09145214391483616,0.008646963919028222,-0.07027464829825023,4.2338153520221935
0.0018936667188336198,0.06457813363450418,-0.08177237899759392,-0.017656154883371647,0.04591512835616216,4.312782284499017
-0.049465226208974644,0.08569351506504694,-0.026566388016498202,-0.0717370282427678,0.08346917152391607,4.238823074263719
-0.09136732230906984,0.08891436897830049,0.07315535620324423,0.037382676436291895,-0.06799933307399987,4.242597281840181
-0.05961106175404527,0.015528064845107686,0.026996141584806094,-0.024283651503308162,-0.008691092660181659,4.25148166004806
-0.021488275321133926,0.07183280370425035,0.006522441910988802,-0.03292070469697128,0.023526841996256802,4.319929182702111
0.08680625520772015,-0.0974105923007959,-0.04758585055004064,0.06802913211035069,-0.00365523936070199,4.302151554527854
-0.04971118475288738,-0.05520061789369011,-0.09746656902457125,0.07156035489141624,-0.06557081759053109,4.371407379366743
0.06946054189801645,-0.09347044026212573,0.04549606378420218,0.03459492838519926,0.007706869716115381,4.2635343710511115
0.08121819205974143,0.02426501346269619,0.05845839339501724,-0.08219657644455919,0.06184142146003768,4.231842753169131
0.08592088278687518,0.028382804989031063,-0.09185879940642834,-0.014785481651283044,-0.007357662904962808,4.228456906340045
0.09802873564505199,0.05870719290765125,-0.08331797653941098,0.027799415398187977,0.013446182088032787,4.239196192565175
0.08342512245553868,0.032191039225261925,0.005895166521242959,-0.013606710877644562,0.04266545778648986,4.234892752095842
0.04624446627895534,-0.06911653592883199,-0.0755097019870416,0.08667988212746383,0.06496276804467162,4.370780347265594
0.08570058298226918,-0.0038103851658870813,0.03094458849418452,0.030681341924740757,0.07283639798397296,4.2047897200336894
-0.002240365069537037,-0.05510155746293233,0.022115872617705687,0.07046102656249523,0.028204526036186874,4.2038364375824235
-0.018006282133667326,0.05183369562893422,0.01112081226370136,-0.0645156069459483,-0.0408789447129564,4.329345921542194
0.012530562186056193,0.05774817169344357,0.02105103484558564,-0.037974052634401234,-0.06684278750809995,4.310244850610279
0.09420108309826095,0.0825490668833457,-0.07469961522865212,-0.05420102142642727,-0.08872081835454944,4.215786834287977
0.001537154152298964,0.012479453434003612,0.09246911875656272,-0.07491711028987239,0.03670312102229876,4.375103317031024
0.08824245937976363,0.08772371704231385,0.01688757104626297,0.056827838780834056,0.033153268713293875,4.296411908737253
-0.001843402106874864,0.04032128896781509,0.09874571481473723,-0.04062240296222333,-0.07945000907784906,4.2408109706302985
-0.02883601203800297,0.024011347599031008,-0.018835241446305523,-0.04629485186945237,0.08721203219810862,4.280850714027681
-0.01688836531449886,-0.07675764867866026,-0.03421722484831745,-0.01257459499461977,-0.028886233281225568,4.35484390164044
-0.06152247508366913,0.046050137286874265,-0.07688215078423928,-0.04250688140663566,-0.06030062440578439,4.276307348316562
