being a smoker,a severe form of covid-19,being a healthcare worker,being positive to covid-19 test
-0.04708123485199469,-0.0903945822830204,0.053819119220757855,0.03823138951728311
0.004490751097379626,-0.030880006993377146,0.060186774961356826,0.08807163291740523
0.08104161587490356,0.09945248291270628,0.05736929311134509,-0.0007117416710580513
0.0676309988280328,-0.051965386077704206,-0.016481884693365617,-0.0388596654162676
0.11687439568881891,-0.09966533307326352,-0.08114491033225142,-0.03503497399571557
-0.03709219410052846,0.07717194676025305,0.07581349730847978,0.021906338094632976
0.0990256550694451,0.033528022026049764,-0.07918712961949037,-0.09732961281701422
-0.07885796331464259,0.04905794719896556,0.08916274768165994,-0.033886470050379223
-0.05357939198747562,0.02288035204966085,0.07076698818425514,-0.01314600360033773
0.006048570475390619,0.08253522530558449,0.045845073828339966,0.058783038547956336
-0.00012002462785250592,-0.0102686841301,-0.0910365438409319,-0.1301658258587138
0.0157392580908839,0.088290937737281,-0.004900714589170144,-0.03733571482623249
0.05718451710768255,-0.04403979749277409,0.04699860369983236,0.07229152953054119
-0.06491280587348883,-0.05851314953676077,0.07765662803905132,0.007991149330726421
-0.00973986425815411,0.033739923355086326,0.06836981572251846,0.05784963713851114
-0.09023301549154386,-0.02522798686867267,0.05353285738226771,-0.04327169023335731
-0.10871559553948762,0.05671081279502535,0.08653178894988764,0.0009061119789690736
-0.11535263222367978,0.04567290720308115,0.07061756225534221,-0.0522481928465585
-0.02906927710367844,-0.017103075798438394,0.01172065970248623,0.09363819880121191
-0.0013660784303435643,0.002759106643626247,-0.02580010897945062,0.07157918081451942
0.0494020518377732,0.05968601629431919,-0.03972710518599057,0.029045772290850192
0.0006614350047375421,-0.06492673464563037,0.09180023452814554,0.04821507503988212
-0.08031875788311446,0.053936603965896474,-0.02903145613669937,-0.11233929169815268
-0.095417468186913,-0.09316214835761437,-0.008330579890314077,-0.044411528048549725
-0.10212227344730061,0.02024616593173348,0.09108021410104303,0.09874996582453449
-0.0636813255476273,0.050543379080620926,-0.03718367840291836,-0.09455577407974608
0.007659692300408525,0.0625906435323054,-0.039711716663478926,0.06628539918377974
-0.10120779397270184,-0.05899692476589074,0.08768479610395638,0.13820565538096455
-0.08377889088342716,0.016002416704537836,0.021501415774992275,-0.03452772445849318
-0.1001189682266283,-0.025023316868565848,0.0633748656875521,0.0358190720516721
-0.09112797479919646,-0.004336693948918086,0.07287243640985483,0.035403069686166175
0.06041192465592086,0.05342705545227322,-0.013621150793991357,-0.08186143242476776
0.010028573819670254,0.039494972987350996,0.09023022655881771,0.07332406996957683
0.014867877816169568,0.058568007175709674,-0.09193581253670996,-0.05327586084717681
-0.005380068981617522,0.054730141651734926,-0.03260481594044662,0.041712372681648575
0.04475456178823994,0.0603119550525853,0.0697475259884551,0.08388508396872704
0.06759846354548363,-0.093275530258757,-0.08977893408994196,-0.0706512666548055
0.06762556641661661,-0.007138542185844532,-0.08803879168330475,0.029967278234719702
0.005620565453805439,-0.08467804393184906,-0.05572367186145373,0.06601675929318941
0.06957414733277141,0.03928798640324854,-0.007391948304828852,-0.02990707139475144
-0.016765107247599602,-0.009166399634275152,0.09795442981056221,-0.050952968786769665
0.11437160129276633,0.06274113670218204,-0.09677714447570702,-0.13974115790106623
0.007489418486338665,-0.04462517011869856,0.06531523671102213,0.02438980352511793
-0.055118733379461604,0.003933978440489039,0.02890150643324571,0.10248073278679092
0.11322743442022871,0.0924519849637023,-0.04703328343041624,-0.03102739957436582
0.05005039521713821,0.06368217219763717,-0.06589334973327907,-0.02791438427462104
0.07467402433560916,-0.02136896966177959,-0.030949587103272072,0.06891218300863583
-0.038715323345072314,0.008463549167078394,0.04282694620212807,0.08089766244698804
0.01094429512714456,0.054039315227361884,-0.026182464232256494,-0.09805487375657629
-0.05317347617368595,0.02589341355857777,-0.02940518586753059,-0.05270118354017411
0.013720644069066607,0.016354032990704676,0.09648461641982986,0.05609569509860023
-0.020220597564323883,-0.025082097036650472,0.07544125135126944,0.052750374539221774
-0.06994713175982084,-0.06932101251793801,0.021793721660824897,0.02513529741043094
0.08324586024451022,-0.06122289690972049,-0.015714954797098904,-0.09592452694984296
0.03021310201618147,-0.0018922672010213554,-0.09704198190454039,0.010036038098690012
0.007948353728879837,0.04078316040101293,0.08568390630567965,-0.043340374526380544
0.09626217247049244,0.016975109157750537,-0.0010230593842097263,-0.010196437399185604
0.0316979138267021,-0.06697422010031392,0.021541524308558796,0.07905507364794831
-0.09305445886579485,0.024973277281868336,0.029199915807281096,-0.006602377763750816
-0.012793489585883009,0.04795530486951549,0.02471672088462147,0.0025536097545586943
0.028528175452037865,-0.016993295369375286,0.09886847377977737,0.0780485062869517
