age,higher risk of being infected with covid-19,voluntarily using data collection of epidemiological data via mobile phone apps
0.013284586297502177,0.013263097590970774,0.07560423655188415
-0.02094006612833217,-0.045832956689623484,-0.0009023975331579109
-0.003763138689897,0.09921815374489218,-0.03189935038147108
0.0896553262843437,0.04269328711114162,0.00973804160554246
-0.0631498752635386,-0.08474886019921511,0.05624548301887103
0.02066441254240961,0.08714242932619781,-0.06654896288753379
0.019830777301930863,-0.05649865517602451,-0.07071358944099691
0.0718697283115809,-0.09980813552533972,-0.04544583560979488
0.007347507414984092,0.04166657744072458,0.0639098601930043
-0.061099962161078804,-0.0989140905264435,0.10549388670486232
0.04295803291811956,0.025603500484231573,0.015804916181366632
-0.08852777321831427,0.07953472077041421,0.10489748197564855
-0.062388074278160024,-0.0926608043643703,0.0008005587840191584
-0.04880661150920758,0.00515196815291985,0.004766150280526439
-0.09542403010154508,-0.009772791123506291,-0.05687726791603276
-0.05171788390284813,-0.07646700063605164,0.09570967127999208
-0.011884936295969942,0.08306597824897674,0.0770988200084892
0.07331376942377996,0.09254091472103229,0.036877344671154014
0.017406966578145958,-0.09542798650679961,0.08980373276339243
-0.06366504370976733,-0.029776035417274957,-0.025012866122745555
-0.04987079526549061,0.004402052803397477,0.027827900322566372
0.02291765399070514,-0.0014762925463926296,0.09048249006271317
0.003720993744434381,0.09842805234009622,0.07335792852457203
0.01951427715196355,-0.035447057301658536,0.005220400894343469
-0.08023224855464153,-0.09672095309682732,0.06837802668079164
0.04828907890584161,-0.020742119879841286,0.07323932801244913
0.041198186241261814,-0.029285955746280345,-0.022381037572577523
0.0720537581423367,0.09286428505835381,-0.019142663067976004
0.08086735053916091,0.026323351897603292,0.08123048060397087
-0.04014985872771011,-0.0841407882527685,0.039164412885140755
0.09010814011099497,0.0879548176431903,0.01620334710040502
-0.051261470067690246,-0.07849936322345469,-0.08247796428209467
0.011594305991927498,-0.06208007170250074,-0.029520604054922066
-0.0718093289265674,-0.08063349708536977,0.056154085824406674
-0.04920371601277238,-0.03746600294455052,-0.05493251606641052
0.04140426151604687,0.049688494719785814,-0.09287226557901813
0.07390128288298312,-0.0796464594752461,0.10673725129859345
-0.009465538920309907,-0.025523762936140296,0.054411718630673206
-0.050061872902958604,0.002078103817772445,-0.0007942088843182669
-0.08609700007827936,0.06544666498526372,-0.015293753725729924
-0.03210997252447974,0.02904946937182759,0.10052392287743836
0.06752262135545745,0.03299586958880857,-0.05818552511868582
0.00577718714641659,-0.08429228071343323,0.08691244845400625
-0.09939004161143139,-0.028051836708199357,0.09530679735983554
0.001679161251758557,-0.013744249174347578,0.08353020403215992
0.04462099424612015,0.020276614946801413,-0.02525253480407372
-0.055365030907881856,0.08511282301159703,0.06368664865029866
0.043664061554555905,0.05545402061208174,-0.03660992019800228
-0.010141156656002459,-0.0604346906866325,-0.04744593166978596
0.08690276374961217,0.07057478674191989,-0.0634119894799809
-0.024982984804279254,-0.031025532415984602,-0.03039956026342912
0.01813135111924144,0.07899587225593294,0.052510602492674904
-0.09420737198790888,0.06368134443183837,0.0809897691627939
0.014842596391139468,-0.028821886709478592,-0.025521360004732044
-0.01790566516857542,-0.027824855276516014,-0.032441121630112396
-0.0704264143203791,-0.05098756555695925,0.029387868039852237
-0.0817580794283064,-0.029628974352963036,-0.0638066539576875
-0.018894726454650818,-0.07611104278545631,0.027430787136697155
0.04279081573513405,0.005670877893897669,-0.0018241353892962777
-0.07576362840735394,0.07089332786992605,0.10636249145184792
0.05983877224313214,0.03009203832680099,0.02340445160289304
0.03442419968518934,0.06839363845991006,0.03020932596389263
-0.07920297416942859,0.027172307280714986,0.08824757459458236
0.02664039006680899,-0.09512532059687395,-0.08334581734472855
0.024103510327873237,0.08597925203151047,-0.009077280822188994
0.052316688192454525,0.02740961023060981,0.08564136447601556
0.0700345004461427,-0.08631479500855843,0.057677770700238
0.03924283129331113,0.08335314488494985,0.10071485375478882
0.07925332183344944,-0.02615938599665904,0.05060977980033287
-0.01829590763850912,-0.04734710947427654,-0.0750750678667759
-0.020988685417971456,0.00977913010869666,-0.009560462747499473
0.05767028875942545,0.03104464067987328,-0.040077854315531174
-0.0971898587885344,-0.07819857356697882,0.034439800919837484
-0.09682606629942646,0.022891923026350944,0.06477876165615717
0.007085640014708683,0.010208875866259251,-0.004191270107613212
-0.07632027936721378,-0.0472924002820059,0.10303135267718697
-0.09003510297252196,0.06339996047059057,-0.04901351181142845
-0.01419229601540399,-0.08675393075916382,0.034796751249385985
-0.02214085868199575,-0.03772742396967126,0.09209800555144274
-0.003914861337333847,0.03703927158878215,-0.07864157223628905
-0.037018726209338104,0.06684822192081907,0.09609320132082937
0.07757151224692535,0.04576449397449836,-0.03170051624688526
-0.05330107182421609,-0.010256163115994726,0.09961760211929009
-0.08217539471917781,0.0768521089961885,-0.049052285018019136
0.05504102764028104,0.006079994017835794,-0.05434392348682523
-0.08937030763343418,0.07187445570241163,0.08313120988953672
0.04654925054989548,0.05424027667030512,0.07068441306049252
0.06407403912117587,0.0950581264178258,-0.08880099090241651
-0.002360971789651417,0.09393561746679333,-0.09114528834617529
-0.003599655537209756,0.08728200830873539,-0.08982426762873821
-0.04021923809319705,-0.06913839529942223,0.024125244980240955
0.060337137709343486,-0.0755102707045142,0.07570996592906953
-0.08590496305718626,-0.06764169835531167,-0.07191720943965896
0.010478464800173365,-0.0383973201633451,0.002228238379310081
-0.05915330744124084,0.05368276986659229,0.0017480659731092443
-0.04358102102513761,-0.05711480289051654,0.028961570072249247
-0.032150111387312455,0.09554271255903404,0.10094528470971885
0.009518694888980911,-0.05915131907047597,-0.032576085023834175
-0.07095222537428277,0.017962774053638914,-0.08459533552785294
0.03808817055142644,0.052476603550415835,0.086470595829084
-0.0031046253185422756,-0.03213995692032394,-0.08164240914435908
0.09533441575547791,-0.003947862040055011,-0.050431240077946755
0.07486342915427194,-0.004738789828362774,0.07187010268583181
0.09224084440096397,-0.00863215163528104,0.07819671889558058
-0.08190286554722284,0.032349937847942295,-0.0019043502187387276
-0.0021251595782469934,-0.039102336482227745,0.05734702030588882
-0.05674830030739595,0.09596093069512654,0.0017019569261212883
0.05501779688334171,-0.011461714386876792,-0.06262469016217881
0.07755168385214703,0.051350074721814964,-0.01903516639550537
0.06469206409393966,-0.04849441536119303,0.01882682706900521
0.0010127184954592805,-0.07578308131156163,-0.08045600845123298
-0.020813014675011482,-0.03915294936097422,-0.05285478326931022
-0.07125630051062422,-0.05935878947050604,0.10297006576243788
0.046919521041939805,0.023051722058992682,0.052102372719279
-0.03828818810521206,0.0887796860270576,-0.06677218202742825
-0.010417519775314979,-0.018009290430460873,0.05373035545416544
0.0022185813656076248,-0.03276143762868969,-0.05214275173630999
0.03952997108158868,-0.04205800131412159,-0.04531674705192021
-0.02592179008465771,0.018940809170159306,0.04885504565284956
-0.06567137872505487,0.02377532448889033,0.061367084061860824
-0.01310229806091652,0.05332310280306837,0.01936314427829901
-0.07511411390742043,0.002706393950465638,0.05184222951052395
-0.09988025843257971,-0.0003329684492532625,-0.06134902823515387
0.08599162135309898,0.09238551730704678,-0.0005021466015510054
-0.007199540287186987,0.019320167908900593,-0.042339028878497
-0.03579423874760586,-0.04044525344458936,-0.03179879920004703
-0.05015996378156806,-0.07785414141261315,-0.029034478721041746
-0.0005205378160602764,0.03744281425954965,-0.09392099255744918
0.07521167409379353,-0.04286146146407173,0.07119781506359969
0.011381586039313205,0.06781316120401065,0.04984644489748988
0.04297085468395179,-0.01895166769870564,0.028931157495713306
-0.04208084695373831,-0.06558785269263673,0.07583969264897122
0.08219305350997069,0.02569375681158695,0.099102221364579
0.04420863803883013,-0.08372438655684256,0.011891885632273991
-0.029050627701127277,0.009137815688217074,-0.0027159173968239266
0.07629291241613431,0.028282895462575064,0.06097858287940233
0.011006210276484588,0.02072585284154875,-0.07476359492137842
-0.03007879869788037,0.05975880827494984,0.09947107608776373
0.08919299975301392,0.09853437321421296,-0.02552263925575205
0.0887574656153701,0.09324898726113004,0.02936446836774078
-0.0725758680920574,-0.0001379367584455754,-0.04917227677756574
-0.09173452571999702,-0.07640006843315426,-0.0008336741150299851
0.03038111202882479,-0.0413916398840398,-0.024036610528340965
-0.09442039702138788,0.07466073011118726,-0.063882717685515
-0.060662955652257725,-0.09281843281942066,-0.08730219985762047
0.022274522185577572,0.07120346239414915,-0.07249074892686463
0.08210600627417583,0.02240710948289873,0.10121075968300094
-0.021082958038684027,-0.024643384044522446,0.03570139915851964
0.0925010140092817,0.00480515066215341,-0.011361079143929188
0.06640020130533017,0.06736041643555965,0.039641235771365496
0.04995486982492142,-0.006302644094437038,0.03853621368579221
-0.06548007681870224,0.09877347744715645,-0.07453966673606731
-0.09093898994799643,-0.08056963408748803,0.08001204854160991
-0.08868216945802675,0.0248663666062435,-0.0668892146627414
-0.012209355645667858,0.022916673671601925,0.054434853227737376
0.059353658031785356,0.04045318967507447,-0.053333818505886144
-0.028379971856331718,-0.09142348262497471,0.028161063390630472
-0.013736321983581101,0.037606343753460475,-0.034663003909319305
0.061039112962399666,-0.02526181612837515,-0.0095181557583665
0.005005579625535966,-0.09228811679087985,0.025561128634023787
0.08243200228315278,-0.06176927689723,0.018054616503740076
-0.02527690037224843,-0.02393922343238511,-0.08145229661819912
-0.01335110553637009,0.008931006185905227,-0.03039175595378713
0.04863460027437713,0.029893278059684864,0.06733351499635926
-0.055378848620182254,0.0547118677827407,-0.050147045211513995
-0.014665830516496794,-0.0946796789638213,-0.03235577202823955
0.07215130136639789,-0.021512285544883644,-0.08712024584887333
0.09402937292506361,-0.009009405505321894,-0.016133431672952205
0.07910056320516134,0.045837708136761496,-0.06729437835688472
0.018434449146283866,-0.00711990015456003,-0.006970944369068487
-0.08099002561788847,0.018204587135540184,-0.07587579998098001
-0.038807155456539594,0.09924043607002989,-0.04879047652868352
-0.08985673187558157,-0.011599873686279988,0.03792349364331743
0.01838394880763357,-0.024924167036603412,0.06085495942871702
0.07463867325948279,-0.0642950724531089,-0.08494372027755451
0.08885601199921064,-0.0014562590043797619,0.10441682591189443
-0.05907530633288791,-0.021667955619856988,0.08849084817104855
-0.021060715716298972,-0.08895279595902826,-0.02686989574614011
-0.042252422281072094,-0.026914113045464053,-0.016804588678814684
0.02501299263743767,-0.03445006661945882,-0.04891668478255518
0.008807035047892847,0.08662291769006489,-0.0238806131573186
-0.005903983187506734,0.021641027287011477,0.08218074157675533
-0.018014610668835945,0.04109030514555906,0.03224893880705535
-0.0019859542617195886,0.09625292190946086,0.05185602543874224
0.05460251309346795,0.09984103688069126,0.02657738444760962
0.013196871758028153,0.06718658066795974,-0.027046762752491495
0.01724946010830719,-0.09589051943559715,0.022064850895723503
-0.07450182982826625,0.000791660969626018,-0.04598617508331969
0.022720985741748703,-0.060715695402371476,-0.06621675539097138
-0.04103761653696254,0.006554744397408066,0.09065275607482201
0.07591677002161887,-0.06980389684388587,-0.06097939912912487
-0.024201911909447246,-0.02469494411781023,0.07008310143548611
0.06881840032484776,0.006105402574016705,0.004447688265420857
-0.07769370321412067,-0.012660148728675352,0.09775211873835926
0.0008638087802139982,-0.0906979061178823,0.05001935957875388
-0.002905750558266626,-0.05926772093350688,-0.06814305494515109
-0.013517173101535523,-0.012995362537255598,-0.03635601694967187
0.03550684959549849,-0.09870857511414749,-0.03787005987630433
0.02294795223345976,0.030099742352298536,-0.01329318310697532
0.0752887599693158,-0.012470185153761262,-0.07898892342256768
0.04850562710837644,-0.07075846085108176,0.10423161020492447
0.05145250915463398,-0.05207994317166396,-0.010806897722086244
-0.04207745461961337,0.07186034697424923,-0.04331345331096008
-0.03948457532555066,0.07415536645499751,-0.08693538116133111
0.09764330910625316,-0.020246270515229384,0.07465796848889004
-0.05263959060567656,-0.02207604326250867,0.07007982752999245
0.048549179347739335,-0.037103678701346385,-0.04685500109954924
0.04136885521062722,0.09541428540008728,0.050962264965989
0.08426532716191815,-0.07491434324891783,-0.07265778727474129
0.053015718666110295,-0.05788867389949346,-0.061169008645673796
-0.09417528556219393,-0.040727394369920546,-0.07285237013093615
-0.06533709290815018,0.0284681944709769,-0.04786272320403151
-0.07394843679573244,0.006712692460886932,0.04269435394370677
0.08703293506545773,-0.007408529505151404,0.09337740608134507
-0.04264511490847376,0.0979772056416382,0.03364232744463911
0.02720658457815711,-0.020684851273640684,-0.07547684195405871
-0.07594725888445304,0.010643822153982047,-0.0028436012920855123
-0.07078266143151735,-0.010009376048381882,0.0963935028127343
-0.06958165079909034,-0.05747666416213788,0.038930820817544176
0.025736097975986222,-0.015369038202226279,-0.08305109879229287
0.048216559312634744,0.0975111444275632,-0.09070568716253803
-0.09714643290770802,-0.016598309859658336,0.045605527045170444
-0.08978182646381472,-0.09603974732947738,0.04253882401985626
-0.037321039400036615,0.07080957268753979,0.008719312912552384
-0.07484048654993902,0.011794029263599848,0.07881070088536135
-0.05251267168262568,-0.07940258354231314,-0.027590447620235603
0.044452598259013765,0.027553076177593117,0.03670472384713883
0.00681392651896473,0.007961914266760767,-0.05468040261451382
0.09475917359788152,-0.07138539887518676,0.04358810347943515
0.02128871803372552,0.014521445446837047,-0.09568031726635769
-0.08464031822290899,-0.0810566466057064,-0.07136445607052833
-0.02772494307706508,-0.06870264335082318,0.0210387521424171
0.09248988757966378,-0.05743690604401189,0.053191367929743945
-0.039932740581177795,-0.07677404798786287,-0.0065324506550576145
-0.07379325856448565,-0.0025397343601098743,0.07380734248956385
-0.0860315766264561,0.046351894890092976,-0.05856328766597582
0.02618216589016753,-0.07668279477688558,0.03277861367038916
-0.0296979156508127,-0.0652927918099185,0.02923538102030755
-0.002834843337077328,0.03643773538274939,-0.04892131520006268
-0.007039698464739022,-0.003160293832311978,0.01736913972405822
0.014336326910368707,-0.03791243273121108,0.06306109694108308
0.010825622671289767,0.06068314707733044,-0.031189298114536048
0.07436675257782896,0.031862665631120224,-0.07598693212827713
-0.05279207319785422,0.06005964129573796,-0.04733988160798508
-0.09927287108106664,0.04318357348539509,0.010471119429718304
0.07363709019009146,-0.017182091899641178,-0.09538978034421727
0.04628763407888392,-0.09865125246043026,-0.07154886400151272
-0.09969659740308959,0.03842161289256332,-0.06593663069812891
-0.05967630899954582,-0.05252101511237353,0.021738497488198456
-0.034461512207211414,-0.05361172067217721,-0.09682860409627422
0.02697933857679602,-0.0486415927470651,0.09963438836848991
-0.010635163411533838,-0.03973509044184007,0.06063262637177354
-0.015752200312750403,-0.05134176547426983,0.09546234870630556
-0.052353155707521554,-0.07434449091171103,0.0032081057899802585
0.09439003453854511,-0.04780801720834296,0.08924993269987605
0.07207114558359656,0.06925507582947649,0.08864372733684904
-0.051049608351500034,-0.04544895036115122,-0.06839040626391646
0.08076166712935645,-0.014345595947474837,-0.07568667162262385
-0.004541134847167713,-0.09145403274377084,-0.0524917699090715
-0.053001390063565704,0.041808654263067596,-0.06509991564196667
-0.07612942231263436,-0.09702109713784235,-0.04873924037400525
0.012907391535766075,0.022737320244388196,0.01575277462730197
0.07525126272279309,-0.03013804491881869,-0.08204843659450413
0.05864769876822096,-0.06456283155106493,-0.011139156532814627
0.0347446873735793,-0.06807387554121155,-0.07294020875620899
0.09433452650372337,0.09520377340417205,0.11165951346109462
-0.06533898525209783,0.09208686115455356,0.040769916500461176
0.014541397300904577,0.02024127363303263,-0.052941348234087776
-0.08987091735125788,-0.057181251690499306,0.08369488141971705
0.07517428134097007,-0.016829101903335822,0.09926657256538605
-0.04107141428476784,0.059489843112522145,-0.03528869731321891
-0.0836807086906316,0.004692616719795817,0.06600579473137723
0.029525398168538886,-0.09053588602041114,-0.02265358006083277
-0.0845285903349909,-0.061473759071819845,0.0070378944127648425
-0.005385506369197365,-0.06824683108810466,-0.07244250258862472
-0.09529491388593297,0.09339183227612619,-0.08239060990478626
0.05384203462123455,0.04769371187450594,-0.07347975576788654
-0.05976474525022846,-0.05243011681792995,0.05262824500774873
-0.03464212783636636,-0.03262779055140608,-0.010990967185026455
0.06031698862667939,-0.045573184737270324,0.08142952221101823
0.02207822152419389,0.04360470575489944,-0.01688330372378702
0.016238387935596815,0.05960493424085134,0.05497721767142114
0.08328573367215616,-0.04448151193900094,-0.06913688928345683
-0.012771425187322744,-0.05262037182378124,0.06195849099038222
