lack of oxygen to the blood during the infant's birth,infant methemoglobinemia,age of infant at disease presentation,thickening of the left ventricle,blood flow across the ductus arteriosus,mixing of oxygenated and deoxygenated blood,the state of the blood vessels in the lungs,low blood flow in the lungs,presence of an illness,low oxygen areas equally distributed around the body,hypoxia when breathing oxygen,level of CO2 in the body,having a chest x-ray,grunting in infants,report of having LVH,level of oxygen in the lower body,level of oxygen in the right up quadricep muscule,a document reporting high level of CO2 levels in blood,lung excessively filled with blood,report of infant grunting
-0.027289597505345126,0.05947761730206573,-0.011135509151624867,0.03680981852723059,0.021634316655397064,0.12744479336336026,-0.11983604801799885,0.03910743331617784,-0.03388362721760688,-0.048708126033032026,-0.2180526074492048,-0.12725691266929418,-0.07632066302917001,-0.01735533354181809,-0.021294668572867832,0.14223729716518743,-0.26757718474061454,-0.1288713264684056,-0.11330184218258914,0.0694973393175772
0.04934549047970141,-0.06485561712518792,-0.020845247565527435,0.08040733608281825,0.008299114973551857,0.0241998610962276,0.013704898456564099,-0.07258140556375367,-0.06977155095042871,0.009693572785514904,0.02363856722858507,0.022871368957275498,-0.077506523689852,0.10452777805842439,-0.09443703884605115,-0.005369068803905006,0.02731336500639573,-0.062142584449127534,-0.12433545476580068,0.17796967966302207
0.07898038636783755,0.03605968980403127,0.11156107642977038,-0.12400825954357816,-0.048699183663387643,0.07485542187198811,-0.11614506201016156,0.09420140555820737,0.02335623057755061,-0.008978199282017943,-0.170197771751314,0.01556587281797106,-0.1911517611431537,0.05094510107623393,0.131470259271797,0.1660457317746036,-0.16472931397747217,0.08672253897706832,-0.1907022286594528,0.05053089542135345
-0.017436104620114287,0.08151490098501107,0.11270824724402546,-0.0631146069065941,0.09836074867565389,0.006270225989634774,-0.16332489054588795,-0.08259588949891986,-0.03369444145840203,-0.039489096501229684,-0.09777143694960287,-0.18811248619567153,-0.15725816759619887,0.10437847215580273,0.04448530405395662,0.07525405125216336,-0.13503960685607982,-0.08122643661470788,-0.05103931633024425,0.10857102175402719
-0.0388509715182533,0.07404052441963212,-0.020489597314333717,-0.10389619547285292,0.0005347681229099233,0.08289399310358649,-0.03771369579449403,-0.008590063553141259,0.036936827549377244,0.028619379422166684,-0.13137318445673038,-0.11761004815849688,0.0646236689176489,-0.054746373963968434,0.0024712253091401654,0.1681433189362178,-0.13086646409867153,-0.15578203267964036,0.07437150327002862,-0.07754956557941582
-0.0645441472507535,0.08020969342887307,0.12692953506807308,0.02622313300430361,0.053009737377476676,0.13274909684651745,-0.01675724936740844,0.06321645787768755,0.052292304041933343,-0.08757436504519958,-0.028779581901850287,0.08341258736662305,-0.06250879011640054,0.019134492783088937,-0.0907268676793972,-0.1270744624465961,-0.011766937156656717,0.10610621368207648,-0.10339639424041286,-0.05795495883362092
-0.00021635625770857758,0.04427184280478729,0.12290385028755402,-0.06483411406572617,0.03184659107357612,0.11982340011817251,0.04195183194468165,0.00607090342211933,-0.06259226631175305,-0.11296119572632916,0.03264605909704933,-0.06856692138002296,-0.0009875237484457816,0.07439531795408957,0.006182502010071082,-0.08002346876678436,0.08939928039153933,0.0006541208997809383,0.08561990888981973,0.004918400346895432
-0.09258953193859804,-0.019229130528845596,-0.03755620696560003,0.11199365306925071,0.04270230716513403,-0.10758218440552694,0.1018531851829003,-0.036131787923466316,-0.09704891372349272,0.03455994400041562,0.176692011500079,0.11812916291744065,0.048227007514591,-0.07934952871487781,0.00813448227683862,-0.1027426715506442,0.06058787917473224,-0.01951303523187925,-0.013041556156190105,-0.12171145239235887
-0.04169961180531532,-0.058486335881075796,-0.058148768756619874,0.014167591908841447,-0.08313173492046455,0.041756970801725884,0.03025980486857406,0.09350986372683767,-0.07081163597447618,-0.10713202662305771,-0.047999243737308,-0.013541556401549582,-0.06481233426076316,-0.07184920439973651,-0.054136544350159244,-0.0956695760366591,0.005419387107698757,-0.023531530744299384,-0.03594657514992022,-0.09366554312870035
0.00231612586197201,0.012389293414022756,0.03355645556912257,-0.06666133927550905,-0.03227131898284227,0.08242064487681057,-0.04421741734622965,0.051636076159900964,0.0013485701622725646,0.02237482835388871,-0.03945550061825934,0.02692877999726419,0.008527490241629049,0.01300264221881181,0.10404900644611968,0.0635796495229141,-0.042456724764007636,0.06186063988402574,-0.055459430032184974,-0.05963029062988413
0.0871890690991772,0.02637093743734128,0.07988812868191922,-0.07905167385844993,0.058885708229651224,-0.03872158277399749,-0.09108889805997504,0.05341969105638179,-0.05219434102336169,0.0016829226283407508,-0.10409854958029097,-0.14081691126629553,-0.056989606867475104,0.1523356966465571,0.10189339041708739,0.05119895815156127,-0.18500078392453634,1.4928415629875125e-05,-0.04326855188271603,0.1507231227047979
-0.08130588932264848,0.05043726533223398,0.10317577115005981,0.031167733662379078,-0.0038596102469174616,0.007495569313799362,-0.04774431249692119,0.017180783103731567,-0.02625753367772162,0.06118813510600714,-0.0251434013027121,0.05519748750183727,0.012212757712345174,0.08951786211266724,-0.04641865090855221,-0.02047916069505929,0.006617054269923945,0.07211462725505634,0.01076985954162183,0.027045884601057432
-0.0774487331088572,0.06737939695901332,0.11574332232022352,-0.10263153557493461,0.020214342761176875,0.0940657802002158,-0.02274198805014809,0.024511244377264034,0.09054005090507944,0.034515912188833715,-0.00489329133575768,-0.07346869968527107,-0.0758605620276766,-0.11074927182758018,-0.025579933515037047,0.001081881817662094,0.03284968498084416,-0.11781635370898383,-0.12988125467938277,-0.09725410260353068
0.0489055062558639,0.03622420029062126,0.1234595794807083,0.008639000101941179,-0.07048028917552417,-0.04602430776847316,-0.011848812876920158,-0.030883355626845323,-0.015457493103763525,0.041457408417976814,0.0631737604253156,-0.04778916158591552,-0.00813638311087603,0.01943621462843572,0.055332567959675394,-0.12311879901668021,0.10152211315249576,-0.040037763380369684,0.07322365526688128,0.05006043787039227
-0.005311458076340994,0.0443824104445334,0.11832234243267536,-0.0005375937096681258,0.0936468547881452,0.06917492117012815,-0.03020812193425621,0.0379095872128735,-0.00256757808260763,0.10888968810317634,-0.12270700881594959,-0.10886390763968022,-0.12097343949552238,-0.06800071317106747,-0.04976294891555771,0.23711184181360279,-0.17573573378392915,-0.09957156109905749,-0.1311877508009,-0.11565769945359705
