temperature,dew point temperature,relative humidity,transmission rate of a disease,rate of incidence of a disease in the population,rate of infection of a disease in the population,size of the susceptible population,observed incidence rate in the population
0.04301776207341185,0.046048778296986226,-0.060178855033932374,0.37685049813008054,2950.742429476475,-0.01456698083799815,0.07263032744898001,-5837998.346173812
-0.020648423904377045,0.0181112055887499,0.09783528403534106,0.23369307746718104,2950.6031597322667,-0.08227441466917218,-0.09527697735420011,-5837447.145309693
0.05117109941313355,0.0014427730514517956,-0.10063241012306817,0.20537708306059574,2950.5508335017303,-0.060876665324528734,-0.014020374712601577,-5837240.1730819065
-0.08043418449346058,-0.06983444402760615,-0.07429410071114101,0.32340335166792933,2950.7284341784357,0.07731923567453508,-0.005804395157585421,-5837942.902896968
-0.034447734221170756,0.0654641773702985,-0.05564013305689508,0.36781971359374177,2950.64604725901,0.062362120640947816,-0.08077934108412166,-5837617.007769054
-0.0975469306500457,-0.05315757593896389,-0.031818046129106464,0.2746157937439268,2950.5487321165756,0.071493043672848,0.04456116588665729,-5837231.8961666785
0.021066463892073756,-0.06477396007102494,0.07424910327963781,0.3679908709313636,2950.6646019295576,0.05460442896975454,0.027776827661571774,-5837690.335628763
0.05025451424856098,0.09844112812770878,-0.019812812525828585,0.2673811025136774,2950.698452388204,-0.06664240226869862,-0.06298667649589829,-5837824.370292211
0.005688028815657997,0.021799438849698927,0.08850143326487236,0.23146804393012066,2950.6579111392816,-0.031736265151499896,0.028881294485887693,-5837663.820099467
-0.0368134909357587,-0.027054333977057324,0.01097476526924124,0.2760597369868853,2950.6554805826468,0.04783456295687169,0.07589292864193603,-5837654.33278977
-0.019681509200924194,-0.07355158022807043,-0.03600517584941691,0.3348844755330677,2950.6824794437534,-0.0806800928611095,0.039969321461775315,-5837761.132102913
-0.07524285342405837,0.00937214500013639,-0.05702024543510493,0.20478108870994413,2950.547461472457,0.08339410605089423,0.09366932197600716,-5837226.863251367
-0.00497521580221727,-0.015556938900374767,0.05135026427543285,0.3842572188213583,2950.6426505482264,-0.08892511912326387,-0.024417554222354435,-5837603.521384881
0.03632453503792879,0.059671888091560904,-0.08666183993973456,0.330522798184292,2950.611389771054,0.016101928009723016,0.06611095624321447,-5837479.7253977405
-0.020162089118758858,-0.08304214358788453,0.012235591396122203,0.3036992716859408,2950.6448410731796,-0.08591591585553318,0.07503410920775347,-5837612.256574817
-0.01751859748070539,-0.0455293910996228,-0.07596843260212334,0.3490590307288224,2950.544427991098,-0.04106689264512009,0.05351531712436833,-5837214.851407227
0.09560279102510666,0.04805979828854767,0.008584907083414325,0.20217276344811083,2950.7400678353197,-0.025638012600718227,-0.06971353804001512,-5837988.965890594
0.030258764389051646,-0.08237960517488015,0.035739625353076745,0.23909546407805266,2950.625700649301,-0.010610402396139335,0.05112559820131951,-5837536.519999751
-0.03595291449069031,0.0801207131275751,-0.0011249839324431752,0.24332587222411847,2950.546619836391,-0.017242271377898175,-0.09251426316692452,-5837223.616152894
-0.08061340751000041,0.08981302936682362,-0.005094540541511306,0.28781824003964995,2950.6832068670933,-0.013148501509991611,-0.08822153202152304,-5837764.018318871
-0.026581119688863605,0.026437752263484937,0.01449516449338279,0.2615238087246694,2950.5983273649044,-0.06519445656662315,0.07455560487026361,-5837428.161772573
-0.03490264787674545,0.09565761014902982,-0.05533418467901923,0.24844635894457395,2950.6306942480383,-0.021205840121194086,0.008414993406050258,-5837556.175792027
-0.011355040324529081,0.08130015567564106,0.019017604932005404,0.29722041158307033,2950.645847424646,-0.07250527930813776,0.013368035842264162,-5837616.231812105
0.046393918227064096,-0.07379669722058782,-0.011571939522019445,0.3106663698404937,2950.709895713388,-0.058824156074566994,-0.013379849011149553,-5837869.490808526
-0.09292088165207893,0.08942253393158087,0.006165708535724168,0.23547103054888327,2950.714759552323,0.06296827406152206,-0.06472701716899118,-5837888.826712426
0.09766189307827908,0.062144589212207585,0.002152761139583202,0.325355565857622,2950.7338094287074,0.0872831973811381,-0.05597650344532348,-5837964.245825755
0.06933533543995876,-0.07593342498960694,-0.001637149736056014,0.28357108951021875,2950.5510234739522,0.04175464544521984,0.07649808060787897,-5837240.944431823
-0.08464679745649827,0.08258633225287257,-0.03322296407097958,0.3122190181693113,2950.743628610963,0.03349125676724901,-0.003557389978879222,-5838003.061731826
0.082220048558034,-0.007064287311115594,0.05026878627977211,0.3182625802476866,2950.66420315503,-0.032419779394932055,-0.09633270148976586,-5837688.7604380315
-0.06906379979693154,-0.08524683341252014,0.03841413012374589,0.29027650100934094,2950.5593805926055,0.04748763095354669,-0.06787374709948409,-5837274.000610234
-0.05274835354213836,0.043599233839233975,0.06205520234249465,0.2411690217720951,2950.6852652591506,-0.07941394839413435,-0.0447072948711623,-5837772.101983777
0.045858695204402666,-0.08926309216352113,0.0749786905693688,0.3494108116293842,2950.5680279328403,0.09284985794333239,-0.009156581627402932,-5837308.211975388
-0.03519880736108445,-0.03717978156115756,-0.09593621204633256,0.23489514081081603,2950.683644793635,0.015329465772183998,-0.0657727621656462,-5837765.697494511
-0.06433070307994815,-0.04578997205210083,-0.037209931511935836,0.36617831410995705,2950.6655107778643,-0.011885554798410955,0.08614701028553762,-5837693.920615013
0.06230103338602844,0.04874808874703512,0.0893517819178737,0.21851196955502433,2950.6837355657603,0.051141650531418614,0.07599590916438034,-5837766.044563847
0.03402435497559975,-0.0359145849526961,0.07228315236425564,0.25574392757250586,2950.6159103015616,0.09363773003487003,-0.07154070492905654,-5837497.6315359995
0.05443852245968683,-0.005173980274623596,0.004263840146385766,0.26710575874423725,2950.622236800209,-0.037155413335506024,0.08124301771941009,-5837522.637023387
0.02304174874878609,-0.0864779343857327,0.10694557767029014,0.3167921745612191,2950.6986800596915,0.0342762442818354,0.03048052739691612,-5837825.29831519
-0.06906691277360161,0.096502721787279,0.1061855102853325,0.29000885498288814,2950.7096575476094,-0.04191027184905238,-0.05090075767181153,-5837868.589644747
-0.01651862008032609,0.08422840827818662,-0.007167223317381141,0.27214202689215966,2950.723104220369,0.02584599994870901,0.07597191525634153,-5837921.89455441
-0.05313674795854273,0.07464965442754534,-0.08009196420695606,0.230387508055879,2950.6154503692433,0.007551114681842025,0.07010808565014337,-5837495.917142154
0.0843697739770832,-0.06168164708107924,0.08834396880832948,0.28534918888524047,2950.6641811453046,-0.04017406757190663,-0.09788178292546315,-5837688.713860656
0.05872735265139015,-0.01601545488128049,0.046392303484370394,0.30756125284329894,2950.6524710097124,0.019978206557432238,-0.019012285754836628,-5837642.348370773
-0.04766144664085168,0.06360835358724343,-0.015347180047636313,0.28811142293123787,2950.680377296558,-0.021612425237144045,-0.06439803290154729,-5837752.870930257
-0.04016124226367304,-0.01987697562345085,-0.0831987446645699,0.3019700027712584,2950.58565097349,-0.046397381489483205,0.07308067318135245,-5837377.970344936
0.04325482121037463,-0.08717084763165822,-0.06268619323913745,0.3092219823090384,2950.663710332168,0.0569309123703558,0.06673691392646536,-5837686.891306799
0.0878103718361441,0.04949113749811834,-0.0710279199220341,0.27169514369111825,2950.6465672633217,0.05809247760546629,0.08379363186538374,-5837618.918802039
-0.012280203032600162,0.010163587512311612,0.05490516931040042,0.23014671935400682,2950.7259479588834,0.04885305597099718,-0.035816017150044815,-5837933.146573053
0.04344428921255014,0.08747830036586379,0.1022529597830374,0.31334642962359827,2950.650645753198,0.00223187924090254,-0.04219947956107295,-5837635.047415972
-0.07047820493520163,-0.018894092930698658,-0.0711216041995007,0.3486443080349555,2950.6712792935436,-0.036338262569054064,-0.014006694997297633,-5837716.801952399
-0.021388679476782135,-0.0143466800985933,0.08893489120343073,0.2272152709304383,2950.6254308628563,0.010061167329790233,-0.010719457422620995,-5837535.376906882
-0.0832905793482391,0.06888957040540286,-0.019896672604592117,0.26322343714410945,2950.727753627293,-0.074536482178028,-0.06495869476545721,-5837940.329067086
-0.04071444253502113,-0.08621719744798557,-0.06553442682309951,0.2363462901515499,2950.594029660612,-0.006849827356304752,-0.04796495102482093,-5837411.057546677
0.04177687561644178,-0.04186866719585347,-0.0709768444708389,0.39539964661969285,2950.660264065591,-0.08183034066716798,0.09990522461039411,-5837673.205983607
-0.044383181215244205,-0.023587122019722018,-0.09106471522977493,0.34360839697230816,2950.680351694405,-0.017010389085954425,0.0549513309597329,-5837752.7090567425
-0.043300741280608415,0.08682248388379218,0.019610352511934357,0.29373830315299426,2950.5473731243032,0.04026391854052419,-0.04808502608146208,-5837226.431311173
-0.09233274444844052,-0.007344075001294498,-0.0643611121441089,0.3189916730554045,2950.565393027174,0.032403037680905855,-0.0698863800183774,-5837297.829969945
0.09823153639440058,-0.0743316326269648,0.08450905168672847,0.4005656985554723,2950.6540152285565,0.08103637717655757,-0.08284499163654578,-5837648.562427476
-0.030899911257910875,-0.0368613512006698,0.002096246942667131,0.22658957985368922,2950.7088065399344,0.024195445906209992,-0.0769271480076636,-5837865.286617851
-0.013626035581351142,0.08286231923866436,-0.025266869405276553,0.22549108814088178,2950.653272904523,0.042609352417302876,0.09642113729172733,-5837645.55698093
0.06061776422572071,0.09039893715186903,0.01913554186490716,0.2078037722598351,2950.7317433932512,-0.06387829057656996,-0.07560326660338118,-5837956.046835704
0.03875087487309087,-0.012852794497416248,0.08284700995834121,0.3938195341496563,2950.556860863003,-0.04523396823667698,-0.0018713776002808463,-5837264.007306115
-0.0795142625136177,0.008205342825442094,0.04846221640361184,0.3317442388559008,2950.706791777561,0.08336397127524747,-0.0036471424436785027,-5837857.33945371
-0.020854669626652972,0.09742398907487812,0.05421720033693455,0.29429039513097344,2950.6151398936386,-0.02652467715798723,0.036728087664131354,-5837494.57588095
0.055720495075474025,0.06442751002938416,0.08428072789877684,0.20374729081425175,2950.6336341071983,0.0848557420364206,-0.012814790335094292,-5837567.829745076
0.08297025645140949,-0.007218494520635749,-0.02967831438587185,0.35513873620680203,2950.6532422234523,0.035970599603703135,0.06490807364836013,-5837645.400256902
0.09047767273435212,0.029613306777305837,-0.09832187222470812,0.31114546231597806,2950.704253797993,-0.03571971260803633,0.031599693324234235,-5837847.246292197
0.042438214466841984,0.03959620850291837,-0.02960364228273439,0.2846066151057221,2950.6758315781854,0.0847736423021643,0.015303736525115658,-5837734.797477715
-0.08701627056109823,0.02217165282212112,-0.10182223518667348,0.2775072768240289,2950.7354015616843,0.08612419607313304,-0.06968865056916429,-5837970.50701111
-0.04193784459630399,-0.08961821573689362,-0.05533392801973123,0.28346163074495545,2950.6109837751933,-0.08856338630532086,-0.027015079918487048,-5837478.150971457
0.013286036269238369,-0.023467707689984033,0.05268387811369718,0.32913242616556637,2950.5492006879367,-0.08600300941779192,0.042587405424137,-5837233.64642713
0.06426049372300713,0.019729513119321945,-0.043952035402604124,0.3643293769839055,2950.642812944687,0.09739611655623992,0.007405834016106241,-5837604.138325239
0.08725910994531719,-0.02959194245852019,0.029657689019423276,0.35639863822745266,2950.5790918506054,0.09137141250792205,0.03885891541922623,-5837351.9942519525
-0.07281080707726106,0.0993282376597654,0.027650565452834876,0.35109671176223817,2950.70884647777,-0.09511865046206708,0.058470172288356104,-5837865.494901522
0.06820042074696495,0.04237092533664363,0.028038660780864064,0.30275111586696274,2950.641796118197,0.09024251309597583,-0.03320366528257697,-5837600.1836719895
0.09817802839863005,-0.06037821387101359,-0.08835989521240604,0.2334942136076003,2950.608502925092,0.06028422162084024,0.08820432259670502,-5837468.345144966
-0.07942056002664107,0.030384504883177288,-0.0189498298242568,0.24244989682019613,2950.612643748473,0.01887003962097447,-0.022764505776622368,-5837484.7751763975
-0.0475094732184759,0.0963680091432226,0.09245067835788011,0.24200864978947034,2950.5932880063906,-0.018862320396391172,0.09057778315134765,-5837408.121927173
0.012691381363936147,0.07534063303611044,0.0947554193182267,0.36334749129925425,2950.5678465052306,-0.0527381063137633,-0.028221437257475973,-5837307.499861001
0.019025331847686178,0.02282568540218617,-0.09579936214133922,0.21183351659988867,2950.6866213063363,-0.046605959235994227,0.023844332171345295,-5837777.487309438
0.0837330403345935,-0.05391914346195379,0.021365314704212438,0.3827875413063694,2950.7148937373063,0.024468592218091986,-0.02052030133672625,-5837889.4282657225
0.07595663217073034,-0.03157923677016175,0.09519762441305415,0.22919315978799715,2950.6273753863284,-0.007343136544922052,0.056101989395409224,-5837543.138165706
0.06520083074815353,0.0009454317200458251,-0.0009617284541466205,0.22517686909665774,2950.585969287447,-0.034271055894247934,-0.06161624311467706,-5837379.201501782
