level of pollution,smoking status,presence of cancer,x-ray,laboured breathing
-0.07910382648684525,-0.054122667753985776,-0.09671568746775523,-0.09404505343524713,-0.06672244787340434
-0.09881497790390636,0.06063887455445438,-0.15578128998943766,-0.05918703917613087,-0.11144024597216962
-0.04208236928902696,-0.07405582594837007,-0.115791880789099,-0.009625632077379181,-0.14358169893289285
0.024358190804061278,0.00706525135762423,0.10483267482371708,0.1555954468648736,0.07297549561614337
-0.07656913648136106,-0.04995037105121114,-0.12113755556961908,-0.1299803474672073,-0.005547218021383249
0.009713239617705052,-0.05972290702725054,-0.0715559111440278,-0.06292348310174842,-0.015709443141342108
-0.05542972353430667,-0.09594924404045096,-0.08629898827282234,-0.08701777906044283,-0.050165522270222654
-0.09964383544981306,0.0768351342982668,-0.13781165653185581,-0.039898697405843536,-0.07760677151585339
-0.08134464560073369,0.023312716099710043,-0.0009270791947286194,0.0010359865119980542,-0.05055881010712835
-0.03129322086068452,-0.07180173539030324,-0.06585547779798184,-0.04896396994628504,-0.02992778725119704
0.0031338734202688567,0.012267139987819656,0.007245004735035311,0.0846941596905267,-0.05080054871842547
-0.07493200416163662,-0.017281290574978805,-0.06762326847792248,-0.10310282890382759,-0.06186725280877425
0.08801200484875973,-0.08008158519043325,0.10351761353589388,0.05372654756334075,0.08562659324814809
0.04324280825604582,0.024811045305988363,-0.0007394089997790274,-0.0781922818713762,-0.06616036706236246
-0.07587126848103194,0.022389306808699355,-0.07174905261736073,-0.10752842980825837,-0.09443011174892431
-0.07375688192560176,0.0075585067579809345,-0.0940161760038526,0.03127576969080537,0.02666116437616066
0.09073171404904343,-0.0824824006597918,0.021176969121686456,-0.030051269955161886,0.10573722093273677
0.057607068144115814,0.021267783571371907,0.09975729538562966,0.15670486263307398,0.017752874898727775
0.07846479996036435,0.014095120679071954,0.17195502341853117,0.07377729760893606,0.024151780407037485
0.031835559838042954,0.005852989562841054,0.021637331331403355,-0.01944588429111526,0.0005073125158359375
-0.045311288653592664,0.029682729260922275,0.06512204159887065,0.13813133987885995,0.13877768607851454
0.076306095177859,0.009547142850310358,0.13123566571259634,0.004706919341489896,0.10981726959330676
-0.052162726493556494,0.05726998001050054,-0.06941563884415594,-0.09778267681707983,0.0240291361934556
-0.08087294175242495,0.0096808702377702,-0.12522089718073887,-0.03638728605582632,-0.13647249397703284
0.08822454736546262,0.09801323181800534,0.18978508572104086,0.07423128003374495,0.13165425569084754
-0.025850994961279183,-0.008827845657963532,-0.10671299911070416,-0.0861617837509636,-0.11376207744410248
0.007904860886831733,-0.0703118611269364,-0.08860134978776463,-0.03614733134284652,-0.11018279788541921
0.008247324727118088,-0.027321905871951713,-0.06216246568063361,-0.05283546776951922,-0.06556810048055535
0.08657215641558819,0.029800427246281125,0.14356621953776721,-0.0029144359860854285,0.1382612314777668
-0.08699211116734647,-0.01877970685766532,-0.028951207123863953,-0.061538741605897965,-0.018257801324020148
