protein kinase C,phospholipase C,phosphorylation of protein kinase A,"phosphatidylinositol 3,4,5-triphosphate",RAF kinase,C-Jun N-terminal kinases (Jnk),p38 mitogen-activated protein kinases,"phosphatidylinositol 4,5-bisphosphate",mitogen-activated protein kinase kinase (Mek),extracellular signal-regulated kinases (Erk),protein kinase B (Akt)
-0.027118716974301557,0.021750039017997186,-0.0413260998584369,0.0889223665766521,0.12965669839156707,0.03288280926223556,0.016496744077778062,-0.013015946997250082,-0.05103532188367431,-0.0194835417069053,0.0540876888263956
0.04457289620239563,0.010272509441274183,0.08352625555583441,0.013469142371675522,-0.13445641370025185,0.13337696053950043,0.018664554396608433,-0.03150461205319744,-0.12251813795402869,0.07725788311766069,0.03927177316568281
-0.08170486168849125,0.09078142870501663,0.004699029910022436,-0.061667201505380825,0.07061445294146701,-0.12999306537806876,0.07052931386806174,0.1777594300906169,0.034961655920462194,-0.002963154202812333,-0.026528063299159913
0.038790178745726434,-0.030319141108169828,-0.03284581063287005,-0.030505612413835363,0.016144439644963243,-0.041169763999182526,-0.0779190132518219,-0.05099426234764222,0.0955991544984837,-0.06691336510928292,0.08141593362299737
-0.0950959800956171,0.08433938268285077,0.02645270766449782,0.11057686132976557,-0.02932763598437959,-0.052901638197370954,0.07517749772477952,-0.04072254489828957,-0.07297295784336151,0.049594911930554555,-0.10320486394117132
-0.06409691747968638,-0.0351640407352605,0.08032235546288949,-0.022699397412646094,0.016306660305893922,0.027688827014215964,-0.030384877252629873,0.06242195452375546,-0.11896884861990298,-0.02707130633025149,0.1286692849449185
-0.08707571717109858,0.08760791286642455,0.06624057237458973,0.08461302551456029,-0.048215222945109805,-0.11784881049606416,0.08138209329741092,-0.057799877049066355,-0.11959324871522106,-0.026532737456461446,0.12969636280588823
0.06681745532326644,0.035708465463433536,-0.0015956793328028573,-0.0027969858916030294,-0.05316233436103268,0.03103893108381966,-0.033404026842189946,0.0951647619800019,0.007055363213824484,-0.04995473455490527,0.13614883545839257
-0.01625316995495292,0.09606446173221789,-0.03510659164905968,-0.014518914853405451,0.025299204937315967,-0.1155399705562611,0.03830581113427486,0.09811690024682775,-0.06902756488954884,0.08740578241135492,-0.05001225829973871
0.0031979205842346953,0.04215456854549873,0.00040756773559891713,-0.06606271412630402,0.007153107692897453,-0.07221082980189428,-0.08937133139344194,0.11825325265476713,-0.08412911542153013,0.0639342685778849,-0.0282879912762085
-0.05632610126770743,0.053069184628802724,-0.035961754670416846,0.09821385621409014,0.06674937644817233,0.008872120003961065,0.048736486688551815,0.0633015626973722,-0.08405764886797464,0.05905417232593674,-0.048872493432036895
0.0351339415553599,-0.0075736516343711535,-0.09218260817399947,-0.06511359607341803,0.14684040587447203,-0.07006158236089866,0.008265131464048479,0.12483026667550699,0.1742307043467975,0.011310335947018205,-0.12264606432677891
0.046373421751323946,-0.055160877091013055,0.04058744639046267,0.07728941967107689,-0.056929275282451314,-0.024265415702747817,0.028399465915406777,-0.09716718438300839,-0.10575251313940615,-0.04721336310558904,0.05014831310950291
0.04670893984959934,-0.06608232008058097,0.04701739469777608,0.058171039266558366,-0.10401300403157365,-0.01851231338979796,-0.045314377073034755,-0.033167052126190824,0.0024718636867025363,-0.054983559336554896,0.02025738486691471
-0.08146964921270593,0.023818303790028986,-0.10996686400946144,0.08726537426125006,0.19626343694913692,-0.23693440612786112,0.059100517025851604,-0.06349396738532331,-0.03402991106050876,0.031238194167285134,-0.050577607294328544
-0.03805103484279209,0.022086297126048038,-0.027145170816347396,0.058264150937673946,0.09305873143231684,0.02371868421428497,-0.0163156579683527,-0.0608894905727705,-0.07492053296185554,0.08140154600299537,-0.03544129649416304
-0.027430846834001252,-0.055468147404732826,0.07208633887910387,0.02741824965729942,0.004399479269893251,-0.06437331833471238,0.07290255428196261,0.007357226057448554,-0.05726756324310035,-0.023711630329412474,0.010517097886733592
-0.05198631983993918,-0.05140627724535327,-0.10821239595848668,-0.008723608241138797,0.0969613839449914,-0.13906922664138016,0.16612328423281852,-0.051088554878314756,0.03874886520586522,0.03639544785742558,-0.03390443447394022
0.016158339661569654,0.08067951746530458,-0.018731031396021888,-0.009778913906434167,-0.09112945331428407,-0.05204230888042562,-0.06099660500839835,0.05856289804122382,0.02791418541403861,-0.050733676349523894,0.05596733689091172
0.012436950557947316,-0.029659486767659435,0.0135584433927355,0.010400550639499828,0.07316940161895236,-0.022912417672778906,0.043381876442445906,0.00010532946469451326,-0.005711837344085616,0.10586205282934383,-0.020276318493398837
-0.06534763027325537,-0.02339936882784935,0.04614504546931438,0.08172248534883594,-0.10334085729566525,-0.11647255428568293,0.011654811384062116,-0.14984957387184916,0.01381859207518786,0.03103602608488634,0.046535485290267256
-0.027330351246469195,-0.05392615884978205,0.046948547196053056,0.014910212565565465,0.037470587840205974,-0.08003667524213792,0.05497145469789075,-0.09620574870185158,-0.040731864821713225,-0.003909642392303122,-0.028445504725103973
0.02118341818048082,-0.028455712642442094,-0.09269345439805415,-0.0325282620575188,0.032542580648650676,-0.0314078114716546,-0.040234441530688336,0.09305362148613669,0.037351580428770105,0.04933497506721268,-0.038027070710274835
0.06746034122927005,-0.025706412964707312,-0.027134809092605152,-0.02856770473007733,0.042134645642378316,0.10218735759975037,-0.11396422330153311,-0.06796041041774079,0.031327517364133986,-0.002941856858011547,-0.049882548735640714
-0.011051880987375376,-0.07377890967887848,-0.09624005871199201,-0.06758937389861139,0.10659418776489185,-0.0623043094136224,0.035160651602123213,-0.08746163781032175,0.0760995507176332,-0.09686074906832962,-0.059019710124433925
-0.02687364249692825,-0.05241688828500395,-0.06561469212005289,-0.10548624258089566,0.1184938509419056,0.011289597636230775,-0.0026540711953704707,-0.012392291100750893,0.07076099550642168,-0.04666371744586196,-0.007183959710920233
-0.036224438582879964,-0.08602712587977793,-0.09559571768147056,-0.12324953684347802,0.11891258413273172,-0.15632520636237243,0.026097599434143012,0.056436647712759816,0.13841174218253607,-0.15223059984499188,-0.0017507962068312455
0.03686661152378293,0.08545629829929893,0.0015452677747541822,0.12881273041741723,-0.05927401153974214,-0.050153021924972285,0.06835580280244218,-0.10886610631319797,0.0010693884694507605,0.09051077511092438,-0.03900769349251981
-0.06253460474591732,0.0263584525212599,-0.05769493642648448,-0.01177882661881976,0.14664076833584028,-0.09951368370861655,0.16088571636759888,0.05848900998393496,0.026694748101612355,-0.033775590688858034,0.014201789179448102
0.0852224631037043,-0.006743377894269292,0.058031634811016836,0.06419426276907135,0.0057592934367463045,0.09093607657425805,-0.12164435487509087,-0.08518611145632309,-0.035566794186616534,0.11454922048420789,-0.08867931116677688
-0.08542852921828036,-0.08098376072959693,-0.0861884935430509,-0.08873943407417215,0.07396236766038514,-0.04567026276034508,0.03822096608935426,0.09499009919601406,-0.029985254572728357,-0.05260017627244403,-0.04372558989008998
-0.06268306852224895,-0.003298697202006623,-0.07308172593734563,0.020908370426685394,0.08941362644517113,-0.17745478631151584,-0.026955408792781896,-0.10093371654772101,-0.047501520901476205,-0.006896904715754711,-0.026417964250529287
-0.008581548940331987,-0.06188005436719837,0.06197667469703018,-0.11421994396386023,-0.05853132065425575,0.04096914580475133,0.015562236065532769,-0.026414193210169197,0.0004834667914009605,0.01032606215793997,0.01182947837788708
0.059337981159534786,0.07837874701282357,-0.010004070544659103,-0.0158654569619526,0.014424916454737594,-0.02282986292666648,-0.12811420295461967,-0.027295845081790088,0.10273912971720466,-0.04305720565336073,-0.013512124350619548
0.04612092451142885,-0.023044336316317415,0.02125715054936044,-0.051883310848052575,-0.011287755723899395,-0.004899754812152275,-0.026402539675040325,0.11459717386204628,-0.057293410543707346,-0.036003377716553514,-0.015616461195836852
-0.08220579699231884,-0.02481657524204499,-0.014878570864959131,-0.03914085202812561,0.12510176329420258,-0.09229743019528315,0.07405762840011562,-0.05029480908649796,-0.0418839640880264,0.047185235314299925,-0.08693517510891022
-0.010549283951780758,0.07298627428638302,-0.09066782915437242,-0.02715447356294233,0.030048270085872887,-0.02649699573630694,-0.053948636849066714,0.10630644737878248,0.11956638313768339,-0.0062173015443360985,-0.017362046693300943
-0.08107113157122706,0.03675502742058506,-0.11155018167182329,-0.03598159769668266,0.20445809026019424,-0.10676672009551347,0.18703962507734337,0.1281708000286915,0.05903301541469766,-0.08763910144112921,-0.05160052707786503
-0.09943158902582237,0.05581065385373096,0.07853554038945845,-0.014517382398316028,-0.014435831495401476,0.029436861664627292,-0.01018738273126496,0.10178916987323046,-0.13897180720272784,0.11479197992512045,-0.10270543840781773
-0.03434411882988174,-0.008179617186981764,0.087960519230385,0.06048295469921369,0.016785074103257885,0.07961233929860986,-0.0650100173559338,-0.012094538218959332,-0.1495893671472246,0.06494259033936138,0.02704899406574079
-0.0973061040884584,-0.0625873233957118,0.0612287219756996,-0.029094416568519292,-0.02977084121690858,-0.07678790797629563,0.06160811623732081,-0.06289960910625444,-0.18189701572499697,0.16507196832735177,-0.14911759106587558
0.011549398323110777,-0.023662121191494134,0.017167991921902603,0.08464811679561957,0.02477917235190217,0.052505985971580564,-0.08400723043749084,-0.12549480447193118,-0.028510032409691716,0.08548926107488967,0.02668668318635603
