low accessibility to green spaces,low socioeconomic position neighborhood,lack of services,proximity to pollution industry,reduced walkability of the neighborhood,exposure to high criminality levels
0.05313932711109877,-0.02843510714393219,0.1391360713084864,-0.07165373042465016,0.0027400880594841415,0.11328642200153853
0.022196812488171905,-0.013644188819368921,-0.16198227523158487,0.10161732091443448,0.10534509820350027,0.08546696341660438
0.006432874839363007,-0.3523518414703527,-0.28590784883319487,0.22802889777469448,-0.16165948063722227,0.2114902360645419
0.018894144505505805,-0.2201487368100293,-0.18639001875533362,-0.06378512398617563,-0.17198609442565377,0.21744659425329727
-0.04318475529362969,-0.034235166088666065,0.031771605667758954,-0.04790336690923722,-0.25200780866242306,-0.2063093696206603
0.030510872151686203,-0.1797841710488479,-0.18592354869248168,-0.05167214507745849,0.10878182363203125,0.02363511083273473
-0.08849117432734824,0.15669408029892326,0.054141185062745456,-0.0857292329281542,-0.061621496562477465,-0.14597108112238028
-0.15070614127440113,0.1792035664065438,0.12962568783366096,0.14454733994247573,0.11188022817458242,-0.13147825995718793
0.007312779551542243,0.014265074314748626,0.010264529303301585,0.10787229960335397,0.1558344284785344,0.04980084719053486
0.2250470860486951,-0.04547566101241943,0.05972919866267823,-0.13531496164322895,0.29236896069420215,0.0684045147151066
0.03781254950390486,-0.0006494998545303471,0.22502164674837993,-0.19563012553339704,0.07158403808404393,-0.044525351609315166
0.10978006359246772,-0.22576220334169428,-0.22305396273322708,0.12486038430078757,-0.059833818179904595,0.15420301046150114
0.039908724611976455,0.027241323217170682,-0.009599791759014736,-0.06533348690428624,-0.08355030313784699,0.008628704483954442
0.016547594525414794,0.13200261784539025,0.09791751929461008,0.06671904710255373,0.018224010203050138,-0.2450001288739067
0.1616626872501458,-0.026838976174912405,-0.0381150402130353,-0.008632899241013582,0.04606377566608209,0.06496658178028983
-0.006007850388169171,0.022790127618095714,0.14742772178290353,0.08734002921683648,0.14302133021375252,0.08180600090429338
-0.014996948883391346,-0.1551893565293796,-0.05359915326818767,-0.0801543837617252,-0.00436710335482017,0.11245609711995912
0.06839742858380203,-0.046406000655158194,0.042685765294561126,0.07030871894587755,-0.07255612689967333,-0.03707222713180397
0.18908412949863745,0.0985010499430274,-0.007194892872534955,-0.2870087326074216,-0.2511178302635044,-0.18899038173982935
-0.13385857070216486,0.1581702773483794,0.14741372522714508,-0.006817740256259454,0.0700917835957535,-0.04378402723939503
0.01910116016185299,0.027819249066758603,0.22930844540241463,0.044265320984349384,0.16800627497771983,0.0035521142918413275
0.07749570704244801,-0.1034768779294288,0.23431769575657474,-0.07927516944873389,0.1768311676151009,0.17862462005034843
0.08513786583930538,-0.17960247168004756,-0.20432768279684824,0.11514065817651449,-0.0659898392627303,0.19146100544052344
-0.09247181995404224,0.13475824445471757,0.1958328837721091,0.03876736163036046,0.05295599113893539,-0.11729389558658243
0.13810255785221937,-0.19400249844238088,-0.17141856625673396,0.07098673927597926,0.028877616730917224,0.24799465501097886
-0.1697505121637516,0.10856532472192404,0.1391274644555603,-0.038266042343867906,0.04377028152013934,-0.030347705409096003
-0.022736457207610906,-0.0513642864758543,-0.11464357019610061,-0.12210281010087834,-0.06329726852586724,0.01661124946571776
-0.09335153815309688,0.028627183448198923,0.09283902645616282,-0.11040967921563982,-0.005295633285323939,-0.03542971181608014
0.1462292481333133,-0.0630364801895053,-0.16151908861543876,-0.07821942176439582,0.014425775650516063,0.10542663975232028
0.0984321571362094,0.09852172933185012,0.029182128386267506,-0.06413093235384026,-0.0014682063215408416,-0.14073649571748637
-0.16031600386472214,0.26257139917396677,-0.09704448154647982,-0.07414062207385987,-0.09605369628656099,-0.01283107779483253
-0.11256173513301411,-0.0867130657190486,-0.07102689107000655,0.12244093375645643,0.21187759740450335,0.21672853448764348
-0.21786300354700622,0.13959244656813255,0.2181744682291586,-0.1595322695013346,-0.12007737343769674,-0.11957279503542885
-0.013489421983991667,-0.04662090865955016,-0.2479196102793614,0.14249441037159802,-0.2104319085156377,0.06813229991226784
0.07192255013607762,0.011098630563477832,0.052130081325325,0.059090570268999366,0.09807183305785955,0.10369698391306749
-0.13903891631366116,0.10700076598622621,0.0626715244077688,0.004373788333416169,-0.1498203588751803,-0.052747202269977464
-0.16398304451889933,0.14484969325263958,0.10701102535487127,-0.08572820927569347,-0.01531292161668997,-0.13570314793936086
0.15141002386311905,0.04715497437678967,0.1353736019278522,0.1806007128117969,0.1111528978553685,-0.018631579885226866
-0.13703136036603233,0.07653682700087003,0.07669845801288362,0.29673972052310116,-0.023670972991693903,-0.10583400616989447
0.12850466844740593,-0.17946478067584504,-0.16530906880936658,0.02365313438589588,-0.011012697189434196,0.07795375572048785
0.034545968161232635,-0.09094214467256113,-0.09787541277073226,-0.0524569060146909,-0.0026833805838942376,0.00993149765382853
-0.29659768068765985,0.2427645719376792,0.1365488013217386,-0.1001883450622966,-0.03816359973762106,-0.10095251317085792
-0.06662881237103357,-0.014645805703848214,-0.22789014311068165,-0.18125116595494292,-0.10669383542335262,0.14713915915237782
-0.0022836518985057007,0.08385008043681824,0.056893554394430765,-0.025584991558012117,-0.16418286782466482,-0.14682456597875768
0.003780209275517424,0.014121605472038716,-0.07590448871976338,0.143870673346771,-0.0012078957122707984,-0.08030940746226786
-0.015052137127053666,0.19581534225109665,0.10063327548094911,0.018671061012578923,0.22539174080187366,-0.18941518964520387
-0.033414536391281266,0.07571232240115644,0.06531311050685419,0.02479373366257012,0.1505215773555155,0.030853166785133196
0.07026716565403242,-0.1049960600285024,-0.0467158734460794,-0.13577941197345364,-0.12989764397648623,0.06976134743190061
0.1168662780151686,-0.037774385154448406,-0.04964291168190489,0.060443012765935805,0.2434666517231425,-0.0037218850211063886
-0.07976498984329956,0.026994603406581837,0.030892131350657347,0.0013083189615386178,-0.007206711331345143,0.03631341840120341
0.07247653300990439,0.0904269009288794,-0.01373243505591104,-0.18939955837627295,0.00039469076396125846,-0.1515453894499855
-0.04537716952715995,-0.0729951023855232,-0.17525375359674547,0.07926868540396499,-0.025311656343904233,0.15255193155672683
