prevalence of diabetes,infection hospitalisation rate,proportion of population over 60,covid-19 incidence,number of intensive care beds per inhabitants
995.1654786155987,781147.0098404547,0.1339567740274534,995.3505468806698,-0.06281293493375666
995.2725430115911,781315.1507976603,0.13300237666581535,995.2071056398129,-0.03212806565880654
995.1689766448925,781152.6252244955,-0.0762179091789053,995.3114311111116,-0.0018659509046612501
995.2487222673495,781277.7966801255,0.0010116954148029617,995.3116769393773,0.11007590204763636
995.2798900473103,781326.780928893,0.11692188606490606,995.26128124776,0.006149048691123333
995.3925708389165,781503.5705935932,0.014499320143966953,995.0578898264692,0.059668086417717994
995.2248229204167,781240.2903246809,0.23626455446536607,995.4412573446328,-0.13473902962402637
995.2792751130506,781325.9218457226,-0.009092508920305959,995.0358231466608,0.0058933323839851035
995.2557784863119,781288.7936928767,0.03605754738928281,995.3368771618991,-0.024500794726759326
995.2247190965636,781240.1254579566,-0.08437505858631673,995.2788518524937,-0.11807483239780281
995.3692427963293,781467.0716375812,-0.03757602904037718,995.2751441766429,-0.011736327903196004
995.1929742031148,781190.2780145663,0.09628086477103345,995.1628597248529,-0.18982823476084743
995.2852243859711,781335.1203019327,-0.132800192412264,995.2252288891221,0.08805650363969085
995.2482238851485,781276.9733136306,-0.07488517225027654,995.2359828269416,0.02575892081980559
995.2129049963114,781221.623117744,-0.0016563558598268692,995.470901984844,0.17992791396412072
995.249646540139,781279.2915164133,0.11665281175731156,995.0584610177218,0.016213096491187472
995.1857998610973,781179.0182786721,0.04894452094010214,995.2819906561214,-0.062276623784065954
995.2370486283716,781259.3340538341,0.0071625873785973685,995.2323366643966,0.09073841737547167
995.2357762228625,781257.3103741076,-0.07416273613201885,995.2178780945745,0.04208522464578498
995.1845983093148,781177.0876005546,-0.1733642695798751,995.1452578664074,0.05609909649561315
995.3649064041279,781460.1063173825,0.03456712600631774,995.2329666003145,-0.02418316048686849
995.212403167737,781220.5233487703,0.05079973738202707,995.3630184486476,0.03209306279412697
995.2797598330667,781326.4898776434,-0.058786929505036736,995.2273592300335,0.16588481332801108
995.2458362585099,781273.3281840254,0.043317541261830524,995.1590666958577,0.00839065830572328
995.0746211038937,781004.227169128,0.20796888458970342,995.303280536419,0.05267578485884142
995.1167114320302,781070.5812825359,0.022434868136382617,994.9364766195896,-0.10137567828529609
995.313825202536,781379.8712596034,0.11395519167975561,995.2987149067402,0.06666353865999806
995.2531783650435,781284.7486577824,0.044938560398023464,995.27309709013,0.04431360974404522
994.7951356413254,780565.8160165069,0.009109060181402727,995.2717440248667,-0.13308532430901907
995.202929998314,781205.9103467742,0.07349515521802695,995.1489758615478,0.1489235768337416
995.2469981190802,781275.1084808612,-0.02376868961669434,995.2433763253018,0.10323207842784338
995.192085290836,781189.0543695961,-0.03290203099638755,995.2914277973158,-0.16183828278583332
995.2361791166154,781258.0736602417,0.11146167631904605,995.1464979191653,0.0022586824232475023
995.0750111751231,781005.0058391289,0.03126054557511428,995.0119476846347,0.06085691306860164
995.1194317025563,781074.9497427781,-0.12416991629911339,995.1506249083789,-0.23582918423849858
