low accessibility to green spaces,low socioeconomic position neighborhood,lack of services,proximity to pollution industry,reduced walkability of the neighborhood,exposure to high criminality levels
-0.0993559240778613,-0.009535707406702159,-0.017045446967804672,-0.08771339035748393,0.018726323198166545,-0.0591272153576796
0.03937505802208002,-0.0817900476043899,0.023616698587492952,-0.0998621978268373,-0.06048525940105654,0.05242251708901769
-0.03854397399804828,0.05519101170997198,-0.027845152060394812,-0.01822317027981943,-0.04048436500502472,0.04322212939209497
-0.09339418613349203,0.04803238092936675,-0.10069359961749165,0.0025759965176037902,0.08349198819823916,0.06315577215935092
-0.004064430692311993,0.03389053778815165,-0.04215216485322212,0.0878879915667192,0.10439483371022105,-0.0075464892409532296
-0.07719985938276908,-0.08382625105861473,-0.035630559472883266,0.04760466334705912,-0.03255752889153356,0.062214983095267774
-0.03747340188333985,0.04173161942863537,0.017271369361806222,-0.032134924329440914,-0.0734780494030206,-0.0911570250094274
0.0193815231005455,-0.04238950668318833,-0.09241207668000288,0.022335602754194703,0.05121528562406679,0.0829554778257112
-0.0320064874706244,-0.09545168735798783,0.023073918641937217,-0.024548043033396943,0.047815328013595254,-0.06214672162535122
-0.08436318900226579,-0.06818061143387015,-0.01813918247310104,0.002460299974467922,-0.06902538968449824,0.06225424758320349
-0.04743178173523746,0.044280780136502385,0.04091151880802023,-0.011705610010417991,0.06171879952551353,-0.07062845449636303
-0.008341146107212191,0.01557299752492428,0.06899378623054235,0.09470342146865326,-0.020374539196847903,-0.07772164102758176
-0.05862951569035213,0.08419478215557263,0.03322078551344222,-0.06940070487793795,0.036959656361671915,0.07060279105859123
0.034878086993669205,-0.0993557734509366,-0.042309656516269244,0.08084974654259477,-0.06078732354942085,-0.06124130854626011
0.008113139971249336,-0.026902601600428087,-0.036909028573074855,0.07808309278549735,-0.013167039947452315,0.09107291722433308
0.0824249639200044,-0.03573471002368797,0.09163982290073222,0.05000014337540393,0.022623340935798594,-0.0879691009417756
-0.093582357329025,-0.09100397623985237,-0.08199195947768902,0.06838225771091591,-0.011695514887906686,0.053270967842666016
-0.0126908653806274,-0.0648426178376457,0.044476162377935176,0.08195274187048956,0.012736808587153226,0.04346607026006128
0.099065757383373,0.00022279256379464192,-0.0993258851137058,0.039268119606379215,-0.05734603021878831,-0.09496209592627228
0.07886802325996106,-0.003979221230094966,0.024079875129843723,-0.0947455861540783,-0.08513255502938602,0.022679043951719415
0.006245325467361382,-0.01206566263636834,0.03872083942132017,-0.06796286245696148,0.031041574684734032,-0.09373105928673457
0.022385822575709674,0.06963524533301468,-0.0253432137101557,0.03693092545409349,0.04737970851767804,0.05398602418753109
-0.020799379069897816,0.04219424179742631,0.07300232995474197,0.04147368217314004,0.06374925168536454,-0.09950531307619466
0.09919627986969648,-0.01161936508032952,-0.06970334836649891,0.012022352732214303,-0.09597935245654976,-0.099940715623084
0.09405734169455474,-0.06301130564755653,-0.06724149967225738,-0.045428792832681,0.029386504322463442,-0.09214734112477263
-0.03834449471589621,-0.04079236201447224,-0.03223625880740126,0.07825435074596909,0.033103375820374904,-0.06339994535841312
0.06693460788879829,-0.007299562517287854,0.056099260379881694,0.07082726848190721,0.04776839391311449,-0.08247012515347325
0.013524579532810582,0.03647263058514842,0.04349896928423357,0.0271598229645878,-0.04899888995212577,0.0871239196200125
-0.09782073328239144,0.043074612585555824,-0.09666777325333095,-0.012792948506484977,-0.024678112265727678,0.04992971557937421
-0.05469828613597925,-0.0956089753834438,-0.07025142653746305,0.03959581309607893,-0.054674527654699864,-0.09268647864932018
0.05503378189448166,0.05290583814198685,-0.06996756004969187,-0.012226629101112788,0.05212670196566736,0.015150290620466978
-0.012755017927760834,-0.023227139625594192,0.015035358449828078,0.05838423262010459,-0.08244212889749607,-0.0116146241153502
-0.05603056865317351,0.058522351209716994,0.08088786096195734,0.019275684173733446,-0.021741262027474933,0.09598671578532847
-0.03381044320492553,0.08765906209625418,-0.053474583541474656,-0.030252864570130877,-0.08987716180836004,-0.03141471810024661
-0.00713176063157854,0.08086632391142617,-0.057156797286349315,-0.007646290578660092,-0.040145153058859746,0.03999048898198586
-0.03862363981993995,-0.04758005437698085,-0.037987411634344714,0.07605180167072909,0.055171889345800224,0.033061964914175804
0.035230582878021166,-0.08235381956824411,-0.03029390075524349,-0.02869149539800453,0.09188211114202613,0.07771355735141287
-0.09668408453905415,0.08003672168320776,-0.09313690884072644,0.03144956093797499,-0.0524332280784211,0.08520131383940412
-0.0671520577839961,0.090904726570865,-0.06626041663577807,-0.08766044200975512,-0.0838135068227367,-0.079621857937239
0.05453578183755617,0.004960827380763892,0.010857753979704805,0.02553971914552927,0.05338992825000657,-0.09200284313874385
-0.009870694268610786,-0.04298737819774433,0.034100577814313957,0.09754807571686439,-0.04998336175444333,0.008682129775204044
-0.09145948817754757,0.05950829470900861,0.006940037355618581,0.008056410390053365,0.010703090210161678,-0.07026689115336943
-0.035304710480837345,-0.05510773035414681,0.0951861668251733,0.06126707792668695,-0.08558996471599081,-0.07559677203123409
0.014437348900547403,0.02880197808796769,-0.033912246756643304,-0.000689252577129304,0.003911159430792306,0.040658058990252
0.07753153319364306,0.08575362723653814,0.05490046265394751,0.06740013564765815,-0.007286811105980798,-0.07656830813590207
-0.056416613625473726,-0.09937774242989095,0.05376160332101969,-0.03644724927467534,-0.09227921671481494,-0.05436543858197807
0.009365350312057097,-0.03178123372635254,0.05043944117515026,0.0836968911737955,-0.04051655240037931,-0.05495066348376763
0.023050743029416274,-0.06703647185618766,0.025593267666233432,-0.06916142525001512,-0.014074050550207082,-0.0011790369489411059
0.06814076611100056,-0.051512162815562354,-0.07556397742553314,-0.0012020064420702192,0.01445760540332694,0.010835901997256548
-0.02171390539979408,-0.03519188866065372,0.03997392648208067,-0.0654156954287837,-0.056229636536237,0.07191650044821575
0.07347723733255793,-0.03136769356800903,2.7833551595009796e-05,0.08715093616667563,-0.05486937031450644,-0.005216342700803755
0.01992824022931708,-0.0862303112183284,-0.006566748964704805,0.07106228205911178,0.07859518181558532,-0.027695038988774474
0.03941857877701929,-0.042107755231419346,-0.06076358138390333,0.06877343072138303,-0.04778827302369223,0.06469600706376818
-0.06817688970615426,-0.058781798730534796,0.033333512119521874,-0.08246289930897155,0.0933746450455443,0.04853464887390596
0.04898067529800476,-0.08244566356330056,-0.069319445358497,-0.030700564224159788,0.024343088429650665,0.07256749005643175
-0.060343111187136804,0.02542248122118488,0.059189016877778645,-0.04304404779867826,-0.07852450946959597,0.06602943925949191
0.043949766583817856,0.05660150822579341,-0.1020144035720425,0.024108445930735536,-0.07998617620044993,0.019014630100428757
-0.06237957001245207,-0.08131212218327373,-0.10115677599827436,-0.024789904704074633,0.028049106604373458,0.05683236134759717
0.09504243037767945,-0.07282208813176205,-0.0772716654086942,0.08681952566964898,0.025216857038602252,-0.010485051674555258
0.025515685126178217,-0.020788247074268223,0.08653334130865427,0.048089205041002725,-0.054787363454640636,0.01732454880434845
-0.07427104066820377,0.03087400713559884,-0.10023752443733701,0.07302608864718976,-0.08062262228977973,-0.044802352857640365
-0.07151125319298046,0.07936078895608438,-0.013486512964722641,0.044598397888985786,0.09659562129138768,0.05574777798029825
0.08190813704243463,0.011950627644871549,-0.005760175192597852,0.02116907036385271,0.038059498601344256,-0.038147610474641803
0.09539278229072054,-0.07195337133978713,-0.0893943802157234,-0.08689599572641618,-0.00521825264088379,-0.03765348775023424
0.03447798003481223,-0.09572907917176017,-0.031721530019879235,0.021788528679400926,0.06404332194447472,0.0005495802358051454
0.043719773080066415,-0.017840432439604453,0.0888094568874607,0.04683231806563104,0.02916061488809241,-0.09532273793935529
0.09504891842243005,-0.024169291257953803,0.023884290959846368,-0.03362763037286412,0.023555089286518685,-0.0789579561439471
-0.002749489263313157,0.06210573587261143,-0.028849773430400922,-0.017378019176216356,0.045304685887794086,-0.06845099113039836
-0.03375159268860209,-0.08687811589589439,-0.08720938650330687,-0.05811752992246338,-0.07679781535998663,0.04765695579008853
-0.0772793741359532,-0.07994242840162297,-0.10354289920522369,0.005220386461052162,0.039985882104216997,0.025621213968436463
