being a smoker,a severe form of covid-19,being a healthcare worker,being positive to covid-19 test
0.04434414559848914,-0.1173239522364179,-0.04552762378118333,-0.017787784672640073
-0.19023160307563783,0.2143851443260718,-0.1484698182403077,0.1161345739719331
0.018987984342537845,-0.045247761546350435,-0.009998151850458083,0.06414205104697296
0.06221365378155847,-0.04212403951556214,-0.06864951437455709,0.004275895186035578
0.19780345424874402,0.10738035027575298,0.07099348662050768,0.09522841835447993
0.09010190593271575,0.0014723192935149083,0.037918756579565845,0.049427727920427114
-0.09825020149078764,0.07317567838868322,-0.014672827932203243,-0.07025152111246932
0.022491724769308007,-0.0757186544870801,0.06886443788992039,2.2376648285128004e-05
0.09649764702808637,0.12485748617628707,-0.028186430925724395,0.05209408119278155
0.014384250064498484,-0.0033382764013331484,0.0035935613702241954,0.022359635251850397
0.0019490532278605976,-0.05028602978316239,0.08280400082238143,-0.05027499049781438
-0.11922315394734628,0.24151565547800613,-0.06586449581467584,0.03363001342293688
-0.03944915753514951,0.19904160051237646,0.03281957050977445,-0.03361629573544744
0.20751805307021154,-0.021808053073901094,0.20664569319294457,0.1764245371418834
-0.010249392975111014,-0.054615378674848475,-0.01670341565606627,-0.15113079233475393
0.09895458659439879,0.06838727592654274,0.04770436959465335,0.11221799973733465
-0.10283256678243255,0.04309882806576961,-0.01576291780376655,0.009477982199399687
-0.10314684689461669,0.04911633463327766,-0.10937104350266998,-0.14409000563815866
-0.009220181428662917,0.035633326643707414,0.011516837192228221,-0.06251207327276541
-0.1029226501086797,0.1666867292065742,-0.13778001622167976,-0.05535062245954242
0.08353189569522092,-0.11878790258243169,0.01073064902888294,0.1622414872304188
0.297441498523935,0.17667331453265558,0.09560865891661827,0.11460099527440476
-0.24984449095198052,-0.15540309241068104,-0.09660588961296224,-0.009302403588458977
0.026664577305902104,-0.1522777827011173,0.04108937264341428,0.006150854174304634
-0.050945200218093685,-0.14832775095912296,-0.0530454624324177,0.05734534682550072
0.1033663592799172,-0.017183931231449744,0.07915610664377787,0.07765147292792823
-0.02027359994623236,-0.010282060147956388,-0.09342706236963788,-0.18562811987548564
0.022597067999142413,0.09323428897277995,-0.04613252919500378,-0.0985982478803123
0.10689343388621922,-0.23798462674392723,0.08249894458549548,-0.11965130620858425
0.06772580322402047,0.00873981224014871,0.09866220832072164,-0.04601262149996552
0.14193266175998684,-0.03819195922848381,0.20178137554815978,-0.023022803795788638
0.1056322840903279,-0.11363811494741681,-0.04619703249647472,-0.14556692731020648
0.08186819250150823,0.042254717875516046,-0.15757627074842814,-0.2497299549791504
-0.07758634133642098,0.06159257473845081,0.050494899562887954,-0.16604387052116465
-0.04030277517261345,0.055061372452657645,0.029083047762489683,0.007460604768067451
-0.08762488606862984,-0.04152289210835711,-0.13426476303566034,-0.14388149513697676
0.010304558520252333,-0.032427316502245694,-0.06903764290929208,-0.04409076674807162
-0.19591081261328785,-0.08238064549601795,-0.07833322318745624,0.09635173788662445
-0.14132794777839136,0.210144868029345,-0.12143177009473549,-0.09745101817238896
0.12890901424434748,0.035701183202452066,0.09834669433653373,0.187980012662909
-0.03257921811164187,0.12507913003293852,0.13765852785613852,0.01919525340045227
-0.03169769461052115,-0.09877102640546216,-0.07223745767353804,0.07433385880335794
-0.0648863444837017,-0.030245299024744217,-0.07518739173116652,0.04450082950074265
-0.3040939890819863,0.16754040209205112,-0.13577298637979282,-0.14627795073296146
-0.08811743644995618,0.2742527115714615,0.026324783114604462,-0.007961585116470292
-0.07225082827625907,-0.029861853693770948,0.030230062525901644,0.08331205710001237
0.1589086136586199,0.00851058080573131,0.038231925377553704,-0.04167284303221379
0.04987241479752354,0.02856537672583952,-0.06572060557511143,0.10390302330716467
-0.029251088076550684,-0.1292244899961601,0.04836645909233394,0.021123964666412656
-0.15041132897932286,-0.012351494369599782,-0.034010415715728166,-0.11354689608981283
0.07516880690008923,-0.12995370443335832,0.11786760543749426,0.09852896701925028
0.0989743417413387,-0.06843172067601096,0.04514486833412553,0.12240985154273872
-0.006532115835967245,0.0560405141286027,-0.07588709658734574,0.0278127882788732
-0.12773050742914308,-0.001619499098304362,-0.11654964389207592,-0.20495389945371192
-0.12418540208403102,0.09182850318047424,0.005909691018186558,-0.11374053659868603
-0.27190505649786056,0.016596187608499267,-0.1855473302791213,-0.03929016974942754
0.009567538079402318,0.027704696953513075,0.0004991401134784795,-0.02804670777740048
0.097988738409191,-0.12863678999769418,0.006973282830318964,0.04832928277621386
0.014154256362282768,0.13775076117390075,-0.01548428329787144,0.01651637738112196
-0.03257609014406617,-0.061089228847634396,-0.06110177885544842,-0.06888372866902222
0.06453803327106955,-0.011048625223470547,0.06401068630244824,-0.12771983771654824
-0.0838005316579917,-0.05014578062556734,0.029330525507800728,0.010323388227014833
-0.006348227961592706,0.10334389498622927,0.017093280994386773,-0.011526939596060212
0.10828400156221457,0.005159192461323898,-0.02956167937465239,-0.21121501571374315
-0.10577258004794599,0.1119349641434748,-0.08061515561217025,-0.11159450478141367
-0.0006101675233639442,-0.11790834469092726,-0.06266385305969986,-0.05532034832763508
0.03789623874098222,0.15851407813872354,-0.01718854855615857,0.20152645886014212
-0.17531295486311127,0.04303592219910636,-0.11189992878688913,0.005394875814616555
0.06751215832786138,-0.04385983012318505,-0.00886767195272461,-0.1858339179043547
-0.0875956417205205,-0.13711270368393136,-0.10809596664352741,0.12681579744277105
0.15456665048956858,0.023860829668007733,0.11115233181164315,0.058696934758386075
0.040560337296790885,0.08974024175811585,-0.06374106626302033,0.10887605898429953
-0.07522236440436451,-0.05111895191236371,0.008424698671608387,0.05856719976497206
-0.06261395631337893,-0.2521717722422571,-0.059129678704069516,-0.15205808527199913
0.06966810524628947,0.00011993317266286836,0.08155422862036897,-0.19510615971167222
0.03937003891916699,0.1395898378850561,0.11524290857189912,-0.038308370037736156
0.1733340238298119,0.03607320530641284,0.08891849614867825,0.09614475049462542
0.11861406328666803,-0.09733958704502702,0.007383838037973403,0.009589157036170678
-0.10382086737306966,-0.09520759623586958,0.11857276197003441,0.16051923820341718
-0.00018875623348314947,0.19939443938716708,0.018114124943597845,0.1038962686038595
-0.22092835774540248,0.1861834935566543,-0.161801363702471,0.050078800074885826
0.007587452761401381,0.2692799292442105,-0.11142824670289031,-0.06705626769594467
0.18625432082513954,-0.035708055029089796,0.11698050584858227,-0.04958866279509389
-0.11896030728787226,-0.1788648237399495,0.0026494306801766775,0.00610963969336659
-0.1017760533907824,0.0645639530258026,-0.13904634662352475,-0.16588069059111318
-0.11694578721386101,0.16105543752733453,-0.03500271072433254,0.21672488494754
-0.27789627009544665,-0.005942862394460971,-0.021090366904365873,0.005200831120206532
0.1106375917299352,-0.13428902549032198,0.21218235711689176,-0.010559769248456467
0.16057003669503245,-0.15372402357914028,0.12912732204208976,-0.047979231626048904
0.09174843836857109,-0.17655365768566542,0.01653358366312916,-0.1320460486366154
