neighborhood education and income,supermarket characteristics,weight status and adiposity,household income,level of education,purchased food items,food preferences
5.652754029562415,-577.5164024657015,1804.7591862244406,-0.011590088319268546,0.11998138369095242,2915.5445690131805,3.236138395572321
5.779701338251628,-577.8218716348423,1804.6861574978752,-0.049468489595658235,-0.06038407414206042,2915.791293006566,2.78092443464015
5.62840734158331,-577.7527331689776,1804.5558503914056,0.19844452296239679,0.0941903233605848,2915.686745459029,3.0162460694513924
5.580829796091159,-577.7697386187199,1804.6567275823727,0.14027761241489412,0.048383230487041046,2915.7253171185794,3.0726921477674605
5.7117735074653435,-577.8066178708931,1804.521459411024,-0.0778749276824355,-0.06375695244301298,2915.6312949528806,3.1859705045282065
5.7101335643857265,-577.6403171006166,1804.7236679488917,-0.10099410643378395,0.07073979733597267,2915.680218375297,3.142623477827683
5.637103398868078,-577.5590156221402,1804.7502186096942,0.15560198601748246,-0.0012856648992104318,2915.658377565578,3.0068054941957256
5.640980083589917,-577.7460851464084,1804.691835227837,-0.014914058952221036,-0.1884989959170273,2915.5646809985683,3.0869640626369423
5.603403130853276,-577.7090263059001,1804.6837717437436,-0.0336479204849278,0.11469433930398457,2915.641100467458,3.2656848630989623
5.618998502371362,-577.7416552415679,1804.8757050119546,0.09648359664888852,0.08465197116581626,2915.605504108556,3.1099096278162985
5.7301610876802735,-577.6753016047693,1804.6877292072966,0.013371209498090767,0.030493779681124152,2915.5933848865247,3.1611043350318004
5.763371801113854,-577.694399082992,1804.504099247295,-0.09109796299370591,0.13965360179396882,2915.879242732646,3.130212243710093
5.671226046944761,-577.7819392714092,1804.8850178339678,0.001075647314241367,0.05509511942735053,2915.5217211448225,3.1075576765357904
5.606467915789481,-577.6632346463847,1804.658492144774,-0.05288537497728942,-0.06103206090942301,2915.735578518025,3.0000161035122415
5.644111824895164,-577.5934693026327,1804.671699650314,-0.12035184977907908,0.09003921048986911,2915.611167732816,2.9887204473798556
5.726581731021003,-577.8452331678061,1804.6901874375737,0.009870273185227124,-0.1005402951987534,2915.686313554175,2.8578833997463664
5.61974787600663,-577.6586404454417,1804.4261363891785,-0.1546986316678325,-0.03425802351571746,2915.715377050717,2.9381365666935513
5.564133209788893,-577.5940781191936,1804.8657240189862,0.07623527166475685,-0.15589268228102054,2915.571161722138,3.100429936290336
5.4872487971519375,-577.5557720509739,1804.5745357945214,-0.16062656936289038,0.1970127666093737,2915.551048825591,3.0556348060112355
5.546994074857978,-577.6849407578555,1804.6182826540635,-0.11341476892115594,0.14881462519136085,2915.628690475449,3.0098726068297865
5.666306209742072,-577.6310210549098,1804.634390330394,0.05655947260634585,0.00018107923179826012,2915.622422589394,3.041876948247253
