level of pollution,smoking status,presence of cancer,x-ray,laboured breathing
0.03721578933376738,0.007776503261045452,0.06522791064758138,-0.05354799458047544,-3.1655979264302974
0.06516817005209088,-0.12350776092356941,-0.059507073645503124,0.05781750534231812,-3.098855002480603
0.132462603831045,0.14519797050472416,-0.06536572008412,0.0007174174896191141,-3.140345883523587
-0.13771469526183158,-0.09946330151484584,-0.01638033432832736,0.11098015358476711,-2.9964188714272972
-0.038654306641698596,-0.06000576070327654,0.09518295090917482,-0.11102447906843156,-3.098078680399209
0.09852467984582575,-0.036480614100080626,-0.01790026959775354,-0.13583678154394255,-3.294184868539229
0.10913470632262896,-0.030435842285008254,-0.065261885824598,-0.10406549770169912,-3.1133760395349013
0.06524357469005759,-0.025585058749255863,-0.03203116083038614,0.06626630325717313,-3.1121626850837267
0.07855773883709356,0.051823915739515704,0.15169079654466452,0.0008192642412658685,-3.153398466664871
0.16457641278932722,-0.2575859916230863,0.052854768603603206,-0.021803551514732514,-3.1460418527515284
0.13403535971503658,0.05159565995178829,0.028298518689871655,0.043513994842002655,-2.9145456770094125
0.012112601207204513,-0.2015590714677148,-0.02122571450557938,0.02582004904249063,-3.133135942314339
0.0674502415929051,0.15001440087782789,-0.06925226481279861,0.018560617322369813,-3.11875439770384
-0.007079815771838648,0.16479867137340368,0.05601354386649182,0.0774856021669943,-3.222431003705148
-0.12800716583669394,0.05198236649337715,-0.09265412118227796,0.05985692120848114,-3.090663199637504
-0.07753733618728167,0.10542780990269536,-0.1133861796302808,-0.0862326826228435,-3.027152608691518
0.14118787529298432,-0.008891510267099991,-0.12793541351020776,0.09455120773168403,-2.8663787538842014
0.09257344787832261,-0.01593466866003685,0.04464416964300655,0.017785631104467344,-3.127485290535732
0.0868683506470283,0.08874000113759155,0.028859178105583846,-0.12121367564624866,-3.2788543357924196
-0.15108309529862327,0.10659926112324325,0.01384430631058309,-0.07934719348560573,-2.9372307290838875
-0.011032654557288975,-0.15520042572572945,0.13351213815308643,-0.006220054407647842,-3.1887928088631345
0.1975668365473509,-0.06982299996527734,-0.22022964426778727,-0.10432503398340792,-3.146138364511091
0.04600432718998704,0.005145791268859863,-0.10213610534760874,-0.06307457592143301,-3.0940889432650622
0.06727935199466144,-0.009121637146033442,-0.04351632250482971,-0.1611645403815764,-3.188734205347911
-0.08467912947323733,-0.009788720743041384,-0.15147971385376147,-0.18131614467852153,-3.0502926632568843
