lack of oxygen to the blood during the infant's birth,infant methemoglobinemia,age of infant at disease presentation,thickening of the left ventricle,blood flow across the ductus arteriosus,mixing of oxygenated and deoxygenated blood,the state of the blood vessels in the lungs,low blood flow in the lungs,presence of an illness,low oxygen areas equally distributed around the body,hypoxia when breathing oxygen,level of CO2 in the body,having a chest x-ray,grunting in infants,report of having LVH,level of oxygen in the lower body,level of oxygen in the right up quadricep muscule,a document reporting high level of CO2 levels in blood,lung excessively filled with blood,report of infant grunting
0.04322912575800228,0.04769814239497406,0.00210150342028223,0.06073105914151964,5.14224661830823,-0.023251763856322553,-0.09413263812249946,998.2683223432952,998.300156842929,-1607.3793662961864,0.09311844818167954,0.017951100125137325,998.2834042232814,640992.6225942514,998.2679524194778,913.6427678883305,998.315144050488,-3.6919924884385455,-657.9059429694498,-15.82994800364161
0.04409842818958684,-0.05027880090404155,0.08421291125141504,0.06403924232905628,5.044433052187277,-0.020337566918036277,-0.09529116268943581,998.2276354502898,998.2982686908834,-1607.2523219334275,0.044676404115487504,-0.04198327491665557,998.3017805365577,640990.2886767489,998.3538657238889,913.7453279009269,998.4041323136308,-3.6935484316589506,-657.9193299595536,-15.894739973787228
-0.07430317901266714,0.056065025573739026,0.02872947331269165,-0.04958070364666274,5.156370483321566,-0.08658018267624391,-0.09480231322322916,998.3067564311104,998.1733314676276,-1607.353837319676,0.0006807789486061241,0.04280038590600741,998.3735924370179,640829.8580483043,998.3874274934524,913.7061919661678,998.3681429357085,-3.5377604799937963,-658.0018660584191,-15.845130618144495
-0.05372049377096464,-0.04670254404101848,0.010813813014147076,0.012582781202666945,5.150772801189292,0.007430715899277641,-0.07641439513960636,998.2443109450828,998.2668610329517,-1607.2795106330677,-0.05872103560070288,-0.08865887498263321,998.3257375418099,640949.784736423,998.4141452335692,913.6563150149292,998.3139805764987,-3.667559981310971,-658.0251396668607,-15.795626356034301
-0.009246220841653302,-0.051837956550627534,0.0936763860955319,-0.042322179456089605,5.052201248053851,-0.05435352815907277,-0.06588124510482618,998.1868866917843,998.329482569956,-1607.3829737628319,-0.08981668604162918,0.036402931492522536,998.2639712778117,641030.3303530395,998.360061256245,913.7470568058136,998.3335207517267,-3.685360043002327,-658.018516157458,-15.792888154355591
-0.07847851281753843,-0.07629518295494027,-0.07011274966382262,-0.06155859979189018,5.0488269189227735,-0.050697684957830946,-0.09770511834535281,998.245115762819,998.2660076689231,-1607.3735329405586,0.06491965989219668,-0.08850887341321416,998.2740024083378,640948.7822021097,998.3202533142762,913.6687913701963,998.3505443906998,-3.649362229959367,-657.9408872491238,-15.850348288068288
0.04384602523675213,0.09197923763539041,-0.07053182445069102,0.06461488869831629,5.200959577764788,-0.0853692452151601,-0.08200884742993618,998.2431844374031,998.2880171925465,-1607.3976839242289,-0.03368276555486493,0.07484785551195056,998.2804682795025,640977.0564027674,998.2408979133977,913.7373267030451,998.2363651111965,-3.678585305328156,-657.9875434325422,-15.873665332164265
-0.024753750334669783,0.09704221915382696,0.018370203630439126,-0.08148393491482306,5.043155167245755,0.004085142931100572,-0.051171667534193346,998.2204927679597,998.2550081807758,-1607.3887054803204,-0.06053232667535536,0.05505661830556779,998.3415665318578,640934.6730692855,998.3998179189106,913.7909199739412,998.4284115908044,-3.643800969424071,-658.0791583945922,-15.744411631280377
-0.08689581066806396,0.0022008225595144433,0.08350897637849299,0.08984198402794785,5.215215472164496,-0.03851666284229087,0.008685607677595604,998.2814744250592,998.2458602731689,-1607.3364174652836,-0.040872366976551104,0.016165605255583918,998.2236415063419,640922.8623296877,998.3158010948813,913.7495753226913,998.3131447594883,-3.6120200115609338,-657.8886433367586,-15.777230971026693
0.07246454287731172,0.04780051892156095,-0.052179565770490516,-0.0315716437404009,5.214095683418624,-0.007936979190435988,0.0954335868069444,998.217075629981,998.3386707595529,-1607.4027518995845,0.06240407098669058,-0.02264983897906726,998.2914128135416,641042.1186900344,998.269826269496,913.7122668930435,998.4245167969885,-3.6807760409523826,-657.9822953506882,-15.816314880176186
0.003705807154557511,0.025018900432682862,-0.04308865155291163,-0.05861156237155054,5.061704470282521,-0.04221704082461638,0.06849070025878183,998.1806995392288,998.2400437662227,-1607.3661585274056,-0.060287953642255324,-0.07665926343301796,998.2165155794604,640915.5018313901,998.3887072225824,913.6616956540287,998.4187578189209,-3.650446954021468,-657.9031834866186,-15.88947902637437
