higher susceptibility to develop severe covid-19 infection,the use of ace inhibitors,hospitalization,death
0.06730132546854722,0.01145292775794593,0.05111755393124094,1.5287968467870023
0.0838124769827418,0.012084913357457358,-0.058029045004811916,1.5673015670548611
0.01557028476739293,0.0027058372851056917,-0.04743141007658422,1.6185729962960975
-0.07651254229577514,0.033607355631941865,-0.06963136021495003,1.6126073851735065
0.08940339122850333,0.028921214023742592,-0.004421420663654472,1.630333374069191
0.004415735177553559,-0.042431881163314956,-0.02083037675816532,1.5209319633145235
-0.05890034949681538,-0.040268484708727396,0.05198882623479399,1.4944864055093727
-0.024574611630654664,0.09746884103518605,-0.04608880227121638,1.597780176485704
0.018209961634179234,0.05380226729845394,-0.07980761149221394,1.6140971368160675
-0.07024353657430178,-0.0004494458502833226,0.06135919377295131,1.4987343225407828
0.06177712033117616,0.09281908125403993,0.009113367629859937,1.6412197521964662
0.004763373123625986,0.04813288297996418,-0.06257759457308086,1.5734264264416669
-0.09988823043270814,-0.06739660943889654,0.06275280993816418,1.565455750149208
0.09606688976142916,-0.0017183246190397572,-0.051601035439295645,1.4471857678619109
0.09838423452533221,-0.04345076110871431,0.06442331801473845,1.6416802634604033
0.06513342344050599,0.029289088178989175,-0.09323126286259019,1.512702589416289
-0.06770967291981107,-0.07683389795098593,-0.013635329488443246,1.4636183452157343
-0.07650974851428866,-0.017985865709776186,-0.0413918218282031,1.476859554990252
0.08251442470211229,-0.05171029188024228,0.011222725184688077,1.4625107037597977
-0.04683902451730875,0.0449840827376467,-0.09115373957569867,1.4788529977839409
0.06484622096606663,-0.08298250811815809,-0.09187515105311943,1.4469068813011818
0.05433361683679647,0.042525635298872155,0.08103028496008048,1.5054371533410196
-0.0339740920944543,-0.005874681748698346,0.059226071122451755,1.598633669715854
-0.04106386735913051,-0.04944024207449427,-0.09434605114865281,1.6071403091324439
-0.02121812128716047,0.008237736947366542,-0.00013176169599901958,1.6371919960238954
-0.0784728447915497,0.03928725844862624,-0.10311019717705104,1.5983489882937452
0.025105732864724117,0.0010274765812306325,-0.03256800825660783,1.4586419308921132
0.05930386061477108,0.05903785169976969,-0.08607241840282592,1.5008985724706065
0.091333512344657,0.04720565652386016,-0.050512162811519934,1.4978802030353737
0.09401248205373988,-0.036943102461714644,-0.015827799573302537,1.5908492237219036
0.049885018781729074,-0.024120453082914994,-0.08071523773512959,1.524777644006757
0.0741161110035907,-0.07466305934413704,0.05191028143173566,1.4721111669410285
0.009364622229920544,-0.05570312090860852,0.04764549970316497,1.6232004018954755
-0.07099773159917043,0.09287332125308409,-0.08011347542202901,1.5419891699104602
-0.06656978548450682,-0.08278032227729273,-0.014752614944970762,1.5327034106126531
0.026710213546889516,-0.06811883366482191,0.05371801102023027,1.4825691853423424
-0.001888927701075252,-0.03021257018889688,0.08756617655255153,1.532885517736261
0.09135275220304115,0.02965168282247599,-0.09642944886025277,1.5640976125608925
0.03566018613384325,0.005735648965535106,-0.08515346218267722,1.4858310045163383
-0.027008926205505504,0.07657760746368297,0.053150322647689374,1.6155686736598713
0.017549331090301143,-0.07585748768035856,0.0540290295023792,1.6186678485467079
0.038268988946967814,-0.07632019026482609,0.0909874148498842,1.5871601639069504
-0.030887727453885502,0.006563673123562583,0.017832806748087602,1.5285316302464473
-0.026720292581699237,0.06734357281211065,0.08756513058964924,1.5410145742563197
0.08482342637695259,-0.07434430186455479,-0.07737962861384123,1.5145767374911787
0.051199981377067466,0.0699546733909128,0.09269146328050139,1.5461972197326483
-0.07987995866151841,-0.007389237723719647,0.07269276419253519,1.5135992849691167
-0.05325882367019046,-0.09689435839009664,0.07166988995809062,1.554005253922133
0.09775710822425776,-0.0005332285126314895,0.04504057211109486,1.6148772150636317
-0.022924702217152745,-0.04300619126036753,-0.045136705576948405,1.634116242448392
-0.03674758059866781,0.07369476283044774,0.07739445285079519,1.6159857625494531
-0.02959029229889394,0.05301093157088235,-0.06890153080260199,1.5248537360015881
-0.09973078535117319,-0.00305497600462315,-0.06584323529914692,1.564791187976756
0.07814686463256046,0.01390177981936122,-0.0708103129230804,1.6030348621062567
0.033305524634992756,0.0852976416158335,0.05626919171101492,1.6406183211162721
0.006081171799954377,0.09502655720223613,-0.05618225926857033,1.5059534419761842
-0.04286822022206023,-0.08264954075069504,0.07357478897201637,1.5531336744958975
0.024185168880161284,-0.09045152448667182,0.05119346852036092,1.5781120949288143
0.021598370429988217,-0.08295503510128513,-0.100396793019442,1.5261817157917585
-0.05003092231441145,-0.06121945078749147,0.025139261698418052,1.6271569325523556
0.09899456897922615,-0.07361534431287618,-0.06023623079880188,1.6230430589219065
-0.012213022508367283,0.06624772914852456,0.029958321363903258,1.4948967577410988
-0.06370461972273381,-0.008651063487473992,0.038734716283093086,1.617320074337007
-0.06376638499262141,0.011413431649554481,-0.0025314665728191164,1.5237781123898675
-0.09806694441275826,0.09838373111247903,0.07900811664611003,1.5874513914107045
-0.05429489164312318,0.02195948422027627,-0.06345531838211285,1.6106458874456577
0.04050801645277527,-0.08681904311605913,-0.06659057381846191,1.6224510854843734
0.07867798979789872,0.09855160355040074,0.029704788621469205,1.4673633760219649
-0.014239925961363878,0.04731693013758842,-0.09130084177985526,1.4828241066250853
-0.017153440307645693,0.08003416292239399,0.07445709265346234,1.4851915990091717
