prevalence of diabetes,infection hospitalisation rate,proportion of population over 60,covid-19 incidence,number of intensive care beds per inhabitants
0.10157024832083641,-0.026459004030737504,0.07200311491432626,-0.13799259969804265,0.028613922623068
0.05396645566116093,-0.15287365776030012,-0.020571063278026006,0.11735908402263877,0.013245935362265066
-0.07269792154555045,0.07869309806087613,0.012248234050923235,-0.07917882967475129,-0.09854564842269449
0.024701823925569674,0.11380250877027712,-0.040158613238889765,-0.01753403803803967,0.0029800274565784657
0.07268844229456638,-0.04969862708475346,-0.014031907275413258,0.10236218508379319,0.07327793788520809
0.07468939707314289,-0.14148808962303955,0.031002866902100468,-0.056483816520063304,0.0806630040672228
-0.0386373691017438,-0.09350944794713996,0.08603268619601076,-0.059125259027174304,0.05530381480236954
0.08726844578542126,0.08642490019585634,-0.015351645389814067,-0.026863488039626012,0.07780941311288586
0.029803760826398826,-0.13791192083833226,0.06596275734972706,-0.03785537144121667,-0.07201153104874708
0.08727799013342809,-0.23401027296364377,0.09279479363516394,-0.05148235028352646,0.001356627662853091
0.11680059754538188,-0.12028820406077362,0.0905636616262849,-0.15458960201262234,-0.004003247840884655
-0.04340199762800959,-0.025644871858292694,0.04315622312307579,-0.0628304526940044,0.043645493734865426
0.00800030529847883,0.14591327604759502,-0.0788810743463355,0.11474011611159735,0.03291405329471009
0.032118898716149286,-0.10088079627691174,-0.01759359902647832,0.09698244512230217,0.08101543144960163
0.010115685535943383,0.03981259148953184,-0.031909863034168304,0.0868271719004851,-0.004945975415554638
-0.008276148154116867,0.02540840134515955,0.057564322650799304,-0.04241057001480035,0.07256820874334344
0.00015577085387572312,0.151967218699943,-0.07375195609170467,0.08821414235709285,0.016322333917392157
-0.06359193726416772,0.022196578861404526,0.04739642040022424,-0.08028016179773355,-0.09462687229748748
-0.031747277930110354,-0.06170475160724607,-0.012226938460101894,0.0045954755341789735,-0.014181242058437321
-0.07162611397885241,0.14702704593121999,-0.05955930444236353,-0.02955263391176661,-0.015949404984228407
0.07676252327939563,-0.013627922021380846,-0.08510959459681944,0.09198093810674299,-0.06353658816770288
0.03203910248655054,-0.026861848902580587,-0.022245179930970416,-0.05146154151330045,-0.014346929750366333
-0.087177550835079,-0.08347886931533059,0.05700674562246061,0.031737193328192345,-0.00296569238041558
-0.01905926896764875,-0.0546035073852539,-0.04798679317477417,0.06961403223901973,-0.044779248363149504
0.03735736126537583,-0.08393923982232712,0.07143558569855987,-0.010534534009340596,-0.0017688492118543009
-0.06869491251287416,-0.1223942177302886,0.07413497175458958,0.018946975699808938,0.047126268818423134
-0.016756742577462222,0.053681984537240345,0.014784084148762894,0.011723156976002447,-0.029855654403644086
-0.032786078077026694,0.04039626987348777,-0.022877316795209948,-0.0035610008227497034,0.06868486499395185
-0.058581248971459596,-0.029276957803250167,0.051441008911995795,0.033188146454469526,0.08217431898994701
0.015792904801216666,-0.01215685746033877,0.022477216115829937,-0.045240100248086425,-0.027917859264192685
-0.03699341280940843,-0.005493793127062725,0.05201855627618518,-0.030728559932209645,-0.0774759242412084
0.03848493227370946,0.09474178094484799,-0.06001802055741683,0.06870784482295994,0.05661482320530531
0.039093792358603,0.053525458461268896,-0.046532875317572775,0.07955052577841062,0.09529236696538007
0.04399758225502507,-0.19346928052704668,0.08916805591494259,-0.15647791150441148,-0.09941200027514344
0.0016835391694420693,0.10391967197227259,-0.07201171212790547,0.01954194141662305,-0.0884647755934283
0.08884008871613491,-0.03330551506909344,-0.046148952453554416,0.0004534996058825902,-0.004547851384913981
0.08506146332868227,-0.1689878785198062,0.08933511130565583,-0.05612565660585464,0.016851025875352546
0.03305281769658707,-0.14996434937853095,0.08869262290211885,-0.12226572706163014,-0.06101441565579962
-0.012181014356198342,0.22639328173217263,-0.08360969487830955,-0.012555630643738214,-0.004444138935968775
-0.07356382473756401,0.14094151923323806,-0.02273460896834098,-0.05513774592709597,-0.07736287671922387
0.03232218644352493,-0.08407133974934457,0.08389102220350739,-0.04442787167999816,0.07585996072200332
-0.07310051370247153,-0.05040591109124554,0.09775856202622019,-0.02009716544818746,0.06959629886821797
0.01603541693359755,-0.058152719115209466,0.019215923332321833,-0.031017937666792877,-0.07173233949330225
-0.05112483031050891,-0.14551995581753463,0.06957559593376855,-0.0006108119546850282,0.021398795120750574
0.030365318290122643,-0.12456053057364515,0.011210089194015116,0.0012622099550566486,-0.03408317330607573
-0.026605821987575627,0.0752950704802039,-0.027462023849237127,0.021819457235095957,0.08686232509192793
-0.08525680770848462,-0.014440120904073664,0.057210520653527,-0.01158227297406729,-0.08140569989603925
-0.05918897225303674,0.06202526759340016,-0.07095692112996842,0.038991334630498115,0.03819218210743058
-0.08405212572806298,0.1207268918938683,-0.06305533898697224,0.014320477115909482,-0.09818538401356967
-0.08558418070253473,0.1321503349688871,-0.0016341421003495393,-0.0680662540323064,-0.039523555100395735
0.04644356288246135,-0.006119283956426386,0.07642354871915921,-0.1262994489103301,0.03852168587937474
0.022691893708967733,-0.07124751413087582,0.092898081234317,-0.04096958607146797,0.06951536499641883
0.006963532256124439,-0.03041546395632677,0.07083932897589407,-0.04744108334360758,0.000397406444197862
-0.08166540971000406,0.1579325202640788,0.012185821099185229,-0.09049585671138653,-0.0516963649884473
-0.07428219989595244,0.2079577304206648,-0.04148452325931256,-0.021315721432099838,0.09176887525755892
0.06249642890123176,0.016273190967765166,0.014768588779547814,0.02835126785082797,0.05503886642153008
0.044131210575957064,-0.003955939346882376,-0.061133160938021104,0.04511755100249502,-0.07106430065731234
-0.0857948843699902,0.1308371377692924,-0.03670683215248896,0.11622264894237534,-0.07193678902246872
-0.05902251145835917,0.0069904254969068574,-0.006959457468961247,0.06209497182450171,0.06441165261783385
0.0659325897653655,0.10145238625486888,-0.09395805319052355,0.042856008372324256,0.039345559089326465
0.10221691088026477,-0.03675091012271953,0.09462533375975182,-0.1562516736523404,-0.06172887038057384
-0.07840693412638788,0.1407660816007357,-0.09410255366098674,-0.00021113658124892465,0.07295453377111266
0.058667087991706494,0.07372963377898847,-0.06631903395172933,0.10395892701345281,-0.004395858657051235
-0.10106472443652649,0.11669087359899116,-0.07180316954645652,-0.0002937094053006434,-0.06674668486406601
0.09205114316872653,-0.12740281086122096,0.05656044922758219,0.003038877291278462,0.030563587821195226
0.04283344594400529,-0.02546233377685812,-0.04847194576178551,0.04875010287239091,0.030766750320298186
-0.09723907481642262,0.0999005803069879,-0.06493102733757894,0.0540320477698822,0.08120326999939562
-0.04460081931467239,0.2146158007057968,-0.07099539152649492,-0.006187052952091376,-0.0356448707927222
-0.0008023932291696765,-0.008205979759188872,0.033424917049303726,-0.11901022837029007,-0.026021998707527902
0.048370003115900576,-0.008252778701969346,0.05295653870211767,-0.10770989884023302,-0.018309430632841656
0.02505344902903333,-0.05465864965873227,-0.012322600825200203,0.03210362941563272,-0.009614853543140178
-0.027000560977309504,0.009647764930661329,-0.048283420912310485,0.04264251349610478,-0.036349623189236166
0.05187904299280369,0.016330141798623216,-0.03252301764073072,-0.042050177853885574,0.057746292505779645
-0.10432743992083333,0.13507955991340648,-0.07942892186536638,-0.0035391751149069783,-0.08451778192114107
-0.035403414503149946,0.023191484615578316,0.028980259046293394,-0.060592637203598934,0.0879145117729517
-0.06710584397667545,0.052436480107629815,-0.045578455637881016,0.05625822109419552,-0.034740814418840096
-0.02636917465298765,-0.19435610018879151,0.08598076667714388,-0.011231765225629478,-0.030042375098120244
-0.02410311641263232,-0.20380398983829456,0.08142462702277761,-0.009814944470853043,-0.0160004329550211
-0.024524449873188178,-0.0880724028732238,0.05509804881232694,0.03614571298102482,0.043077716692359325
-0.05799373230924038,0.07107180987657943,-0.016106709771641442,0.06373354349202759,0.05202928416655728
-0.0351857260908462,-0.018257731646182163,0.03836510611672475,0.05447785877791398,-0.0031603334433584207
0.04636257510018224,0.038976498368147885,-0.0610083166404263,0.0318415698276642,-0.08362016912573354
-0.011245407935475259,-0.06066116136152265,-0.007892049616273905,0.09154294220197538,0.056316808295010845
-0.09978273740504255,0.20977675368158383,-0.04564049205324708,0.008506687866801955,0.08025507277896862
0.03508870346080482,-0.1402770364508951,0.05000971015399422,0.018260598005305648,-0.014744921424170304
0.055275933262669455,-0.009521480951957872,0.05858700821085458,-0.033628906192476424,0.04067826464291138
-0.006147759252241638,0.08662278717286923,-0.023145771078644822,-0.06478581609296127,-0.0720821951674719
-0.02015390885054568,-0.02678129675508433,-0.012989371706225716,0.06362869098869825,-0.023735902104777717
0.08479393841993646,-0.019752320613728752,-0.020968837022543263,-0.06617763112108273,0.09332884723299026
-0.00029168687806188946,0.024703546340183027,0.006748417548020871,-0.03826105578118453,-0.0797513819084178
0.06859014069645404,-0.11954555490556146,0.09865776070235216,-0.03128603494232199,0.009646390792594883
0.045737638966220205,0.030325949830260695,-0.04571971300588371,0.09472432417641799,-0.006536605656252026
-0.07809278606857764,0.11000665884986957,-0.029442384188384546,0.009783762213987652,-0.05533172474050285
-0.05304674533490164,0.0735363299024384,-0.0447041718896444,0.13774062376019652,-0.08179263321352184
-0.010920959752696973,0.12126161220283727,-0.07178175557242711,0.06358682511753971,0.028263914465161327
-0.07042928682257463,-0.03310203081518551,-0.0390393657959671,0.13314907996188202,0.08685577133332725
-0.04259851536016275,0.14258285471088428,-0.06626112418371206,0.06527918864060303,0.056409279848825544
0.08631015911208137,-0.05980024659877511,-0.04607738564050983,-0.0029386793101336683,-0.05316581968935348
-0.03616709897695912,0.027012947925514928,-0.051167640762457056,0.12253384969267711,-0.003579793333645803
0.06890493816501844,-0.12486488533849599,0.08645466824362807,-0.14894872430231448,0.0573668101174411
-0.06153986409892845,0.02658442393934425,0.04363531194395079,-0.12065632440937826,-0.01960718662435948
-0.07846750879019104,0.020903474564472363,0.06441239243557348,-0.081765075626058,0.07823933132762481
-0.03477355531426112,0.10797152218376854,0.015096049246258361,-0.11314015310738176,-0.06788888231656218
-0.0032108532749541953,0.0665394424722737,-0.026638619839126673,0.0729039225154137,0.09536049722797779
-0.008401731952663173,0.0821666681644212,-0.055770480580821596,0.03363700438346499,-0.03255207147447932
0.011422990087333542,-0.024210223346540133,-0.05783971887304118,0.1280093946937635,-0.09213464434469948
-0.006935427679960665,-0.0297060745773683,0.04484991560122931,-0.11242568882054904,0.018868169201067347
